,date,GILD stock,isPartial
29,2014-05-30,12.24,False
30,2014-05-31,9.520000000000001,False
0,2014-06-01,0.0,False
1,2014-06-02,8.06,False
2,2014-06-03,22.01,False
3,2014-06-04,17.98,False
4,2014-06-05,26.97,False
5,2014-06-06,30.38,False
6,2014-06-07,10.23,False
7,2014-06-08,4.96,False
8,2014-06-09,31.0,False
9,2014-06-10,22.94,False
10,2014-06-11,22.32,False
11,2014-06-12,12.4,False
12,2014-06-13,17.05,False
13,2014-06-14,4.96,False
14,2014-06-15,4.96,False
15,2014-06-16,18.29,False
16,2014-06-17,12.09,False
17,2014-06-18,20.77,False
18,2014-06-19,16.74,False
19,2014-06-20,17.36,False
20,2014-06-21,4.96,False
21,2014-06-22,4.96,False
22,2014-06-23,22.63,False
23,2014-06-24,26.35,False
24,2014-06-25,18.29,False
25,2014-06-26,12.4,False
26,2014-06-27,6.51,False
27,2014-06-28,7.75,False
28,2014-06-29,4.96,False
29,2014-06-30,20.46,False
0,2014-07-01,13.950000000000001,False
1,2014-07-02,25.2,False
2,2014-07-03,21.6,False
3,2014-07-04,7.2,False
4,2014-07-05,4.05,False
5,2014-07-06,5.8500000000000005,False
6,2014-07-07,7.65,False
7,2014-07-08,13.05,False
8,2014-07-09,13.05,False
9,2014-07-10,17.55,False
10,2014-07-11,12.15,False
11,2014-07-12,6.75,False
12,2014-07-13,5.8500000000000005,False
13,2014-07-14,18.45,False
14,2014-07-15,24.75,False
15,2014-07-16,22.5,False
16,2014-07-17,20.25,False
17,2014-07-18,16.2,False
18,2014-07-19,13.5,False
19,2014-07-20,4.05,False
20,2014-07-21,14.4,False
21,2014-07-22,12.15,False
22,2014-07-23,45.0,False
23,2014-07-24,37.800000000000004,False
24,2014-07-25,21.150000000000002,False
25,2014-07-26,6.75,False
26,2014-07-27,10.8,False
27,2014-07-28,32.4,False
28,2014-07-29,23.400000000000002,False
29,2014-07-30,24.3,False
30,2014-07-31,15.75,False
0,2014-08-01,27.560000000000002,False
1,2014-08-02,5.2,False
2,2014-08-03,5.2,False
3,2014-08-04,13.0,False
4,2014-08-05,26.0,False
5,2014-08-06,17.16,False
6,2014-08-07,15.600000000000001,False
7,2014-08-08,18.2,False
8,2014-08-09,5.2,False
9,2014-08-10,5.2,False
10,2014-08-11,19.240000000000002,False
11,2014-08-12,14.56,False
12,2014-08-13,17.16,False
13,2014-08-14,19.76,False
14,2014-08-15,25.48,False
15,2014-08-16,39.0,False
16,2014-08-17,15.600000000000001,False
17,2014-08-18,47.32,False
18,2014-08-19,25.48,False
19,2014-08-20,25.48,False
20,2014-08-21,32.24,False
21,2014-08-22,28.6,False
22,2014-08-23,22.880000000000003,False
23,2014-08-24,5.2,False
24,2014-08-25,46.28,False
25,2014-08-26,52.0,False
26,2014-08-27,47.32,False
27,2014-08-28,37.96,False
28,2014-08-29,44.2,False
29,2014-08-30,22.880000000000003,False
30,2014-08-31,5.2,False
0,2014-09-01,13.92,False
1,2014-09-02,41.76,False
2,2014-09-03,36.0,False
3,2014-09-04,24.48,False
4,2014-09-05,48.0,False
5,2014-09-06,11.52,False
6,2014-09-07,6.24,False
7,2014-09-08,32.16,False
8,2014-09-09,21.119999999999997,False
9,2014-09-10,17.28,False
10,2014-09-11,29.759999999999998,False
11,2014-09-12,32.16,False
12,2014-09-13,16.32,False
13,2014-09-14,7.199999999999999,False
14,2014-09-15,37.44,False
15,2014-09-16,39.839999999999996,False
16,2014-09-17,35.04,False
17,2014-09-18,31.2,False
18,2014-09-19,26.88,False
19,2014-09-20,14.399999999999999,False
20,2014-09-21,4.8,False
21,2014-09-22,17.28,False
22,2014-09-23,22.56,False
23,2014-09-24,17.28,False
24,2014-09-25,35.04,False
25,2014-09-26,26.4,False
26,2014-09-27,8.16,False
27,2014-09-28,12.48,False
28,2014-09-29,19.68,False
29,2014-09-30,19.68,False
0,2014-10-01,16.529999999999998,False
1,2014-10-02,22.229999999999997,False
2,2014-10-03,23.369999999999997,False
3,2014-10-04,9.12,False
4,2014-10-05,7.409999999999999,False
5,2014-10-06,17.099999999999998,False
6,2014-10-07,22.799999999999997,False
7,2014-10-08,19.38,False
8,2014-10-09,26.79,False
9,2014-10-10,25.65,False
10,2014-10-11,11.399999999999999,False
11,2014-10-12,6.27,False
12,2014-10-13,11.399999999999999,False
13,2014-10-14,23.369999999999997,False
14,2014-10-15,24.509999999999998,False
15,2014-10-16,28.499999999999996,False
16,2014-10-17,26.79,False
17,2014-10-18,8.549999999999999,False
18,2014-10-19,3.42,False
19,2014-10-20,21.09,False
20,2014-10-21,23.939999999999998,False
21,2014-10-22,28.499999999999996,False
22,2014-10-23,20.52,False
23,2014-10-24,26.79,False
24,2014-10-25,6.27,False
25,2014-10-26,10.829999999999998,False
26,2014-10-27,22.229999999999997,False
27,2014-10-28,56.99999999999999,False
28,2014-10-29,48.449999999999996,False
29,2014-10-30,29.639999999999997,False
30,2014-10-31,39.9,False
0,2014-11-01,14.560000000000002,False
1,2014-11-02,14.000000000000002,False
2,2014-11-03,40.32000000000001,False
3,2014-11-04,33.6,False
4,2014-11-05,42.00000000000001,False
5,2014-11-06,26.320000000000004,False
6,2014-11-07,31.360000000000003,False
7,2014-11-08,9.520000000000001,False
8,2014-11-09,9.520000000000001,False
9,2014-11-10,34.160000000000004,False
10,2014-11-11,45.92,False
11,2014-11-12,35.84,False
12,2014-11-13,35.28,False
13,2014-11-14,56.00000000000001,False
14,2014-11-15,7.280000000000001,False
15,2014-11-16,14.000000000000002,False
16,2014-11-17,33.6,False
17,2014-11-18,31.92,False
18,2014-11-19,16.240000000000002,False
19,2014-11-20,36.400000000000006,False
20,2014-11-21,43.68000000000001,False
21,2014-11-22,19.040000000000003,False
22,2014-11-23,8.96,False
23,2014-11-24,29.680000000000003,False
24,2014-11-25,41.440000000000005,False
25,2014-11-26,31.92,False
26,2014-11-27,8.4,False
27,2014-11-28,12.88,False
28,2014-11-29,18.48,False
29,2014-11-30,4.48,False
0,2014-12-01,19.14,False
1,2014-12-02,12.540000000000001,False
2,2014-12-03,17.82,False
3,2014-12-04,16.5,False
4,2014-12-05,13.200000000000001,False
5,2014-12-06,11.22,False
6,2014-12-07,2.64,False
7,2014-12-08,17.16,False
8,2014-12-09,16.5,False
9,2014-12-10,23.76,False
10,2014-12-11,15.180000000000001,False
11,2014-12-12,16.5,False
12,2014-12-13,7.260000000000001,False
13,2014-12-14,3.96,False
14,2014-12-15,12.540000000000001,False
15,2014-12-16,12.540000000000001,False
16,2014-12-17,15.84,False
17,2014-12-18,16.5,False
18,2014-12-19,27.720000000000002,False
19,2014-12-20,9.9,False
20,2014-12-21,6.6000000000000005,False
21,2014-12-22,46.2,False
22,2014-12-23,66.0,False
23,2014-12-24,49.5,False
24,2014-12-25,9.9,False
25,2014-12-26,22.44,False
26,2014-12-27,9.24,False
27,2014-12-28,6.6000000000000005,False
28,2014-12-29,29.700000000000003,False
29,2014-12-30,21.78,False
30,2014-12-31,19.14,False
0,2015-01-01,18.29,False
1,2015-01-02,38.35,False
2,2015-01-03,14.16,False
3,2015-01-04,14.16,False
4,2015-01-05,30.09,False
5,2015-01-06,59.0,False
6,2015-01-07,39.53,False
7,2015-01-08,46.019999999999996,False
8,2015-01-09,59.0,False
9,2015-01-10,18.29,False
10,2015-01-11,8.85,False
11,2015-01-12,25.369999999999997,False
12,2015-01-13,46.61,False
13,2015-01-14,50.739999999999995,False
14,2015-01-15,33.629999999999995,False
15,2015-01-16,44.25,False
16,2015-01-17,15.93,False
17,2015-01-18,11.209999999999999,False
18,2015-01-19,11.799999999999999,False
19,2015-01-20,42.48,False
20,2015-01-21,40.12,False
21,2015-01-22,33.04,False
22,2015-01-23,28.32,False
23,2015-01-24,13.569999999999999,False
24,2015-01-25,13.569999999999999,False
25,2015-01-26,26.549999999999997,False
26,2015-01-27,47.79,False
27,2015-01-28,32.449999999999996,False
28,2015-01-29,23.009999999999998,False
29,2015-01-30,23.599999999999998,False
30,2015-01-31,8.85,False
0,2015-02-01,4.08,False
1,2015-02-02,20.400000000000002,False
2,2015-02-03,48.96,False
3,2015-02-04,68.0,False
4,2015-02-05,44.88,False
5,2015-02-06,31.96,False
6,2015-02-07,10.88,False
7,2015-02-08,8.16,False
8,2015-02-09,32.64,False
9,2015-02-10,27.880000000000003,False
10,2015-02-11,27.200000000000003,False
11,2015-02-12,21.76,False
12,2015-02-13,19.040000000000003,False
13,2015-02-14,8.16,False
14,2015-02-15,8.16,False
15,2015-02-16,6.800000000000001,False
16,2015-02-17,22.44,False
17,2015-02-18,18.360000000000003,False
18,2015-02-19,16.32,False
19,2015-02-20,25.16,False
20,2015-02-21,8.16,False
21,2015-02-22,5.44,False
22,2015-02-23,22.44,False
23,2015-02-24,23.8,False
24,2015-02-25,20.400000000000002,False
25,2015-02-26,17.0,False
26,2015-02-27,23.8,False
27,2015-02-28,9.520000000000001,False
0,2015-03-01,4.84,False
1,2015-03-02,29.92,False
2,2015-03-03,29.92,False
3,2015-03-04,18.04,False
4,2015-03-05,26.84,False
5,2015-03-06,25.52,False
6,2015-03-07,9.68,False
7,2015-03-08,4.84,False
8,2015-03-09,28.16,False
9,2015-03-10,32.12,False
10,2015-03-11,28.16,False
11,2015-03-12,20.68,False
12,2015-03-13,21.12,False
13,2015-03-14,7.04,False
14,2015-03-15,0.0,False
15,2015-03-16,24.2,False
16,2015-03-17,32.12,False
17,2015-03-18,30.36,False
18,2015-03-19,30.36,False
19,2015-03-20,44.0,False
20,2015-03-21,11.88,False
21,2015-03-22,11.44,False
22,2015-03-23,37.84,False
23,2015-03-24,44.0,False
24,2015-03-25,32.56,False
25,2015-03-26,16.28,False
26,2015-03-27,10.56,False
27,2015-03-28,10.12,False
28,2015-03-29,9.68,False
29,2015-03-30,40.48,False
30,2015-03-31,24.2,False
0,2015-04-01,19.78,False
1,2015-04-02,20.7,False
2,2015-04-03,19.78,False
3,2015-04-04,11.5,False
4,2015-04-05,3.68,False
5,2015-04-06,26.220000000000002,False
6,2015-04-07,22.080000000000002,False
7,2015-04-08,24.380000000000003,False
8,2015-04-09,25.76,False
9,2015-04-10,30.360000000000003,False
10,2015-04-11,5.98,False
11,2015-04-12,7.36,False
12,2015-04-13,18.400000000000002,False
13,2015-04-14,17.02,False
14,2015-04-15,23.46,False
15,2015-04-16,14.26,False
16,2015-04-17,20.240000000000002,False
17,2015-04-18,13.34,False
18,2015-04-19,5.5200000000000005,False
19,2015-04-20,18.400000000000002,False
20,2015-04-21,35.88,False
21,2015-04-22,27.6,False
22,2015-04-23,23.92,False
23,2015-04-24,30.82,False
24,2015-04-25,5.5200000000000005,False
25,2015-04-26,3.68,False
26,2015-04-27,16.1,False
27,2015-04-28,20.240000000000002,False
28,2015-04-29,29.44,False
29,2015-04-30,46.0,False
0,2015-05-01,50.0,False
1,2015-05-02,15.5,False
2,2015-05-03,6.5,False
3,2015-05-04,30.0,False
4,2015-05-05,39.5,False
5,2015-05-06,19.0,False
6,2015-05-07,20.5,False
7,2015-05-08,27.0,False
8,2015-05-09,6.5,False
9,2015-05-10,4.0,False
10,2015-05-11,24.5,False
11,2015-05-12,19.0,False
12,2015-05-13,29.0,False
13,2015-05-14,29.5,False
14,2015-05-15,32.5,False
15,2015-05-16,13.0,False
16,2015-05-17,7.5,False
17,2015-05-18,44.5,False
18,2015-05-19,34.0,False
19,2015-05-20,34.0,False
20,2015-05-21,22.5,False
21,2015-05-22,25.0,False
22,2015-05-23,9.0,False
23,2015-05-24,6.5,False
24,2015-05-25,5.0,False
25,2015-05-26,25.0,False
26,2015-05-27,27.5,False
27,2015-05-28,25.5,False
28,2015-05-29,27.0,False
29,2015-05-30,7.5,False
30,2015-05-31,17.0,False
0,2015-06-01,26.79,False
1,2015-06-02,41.61,False
2,2015-06-03,32.489999999999995,False
3,2015-06-04,31.349999999999998,False
4,2015-06-05,42.74999999999999,False
5,2015-06-06,14.249999999999998,False
6,2015-06-07,9.69,False
7,2015-06-08,27.36,False
8,2015-06-09,20.52,False
9,2015-06-10,32.489999999999995,False
10,2015-06-11,56.99999999999999,False
11,2015-06-12,38.76,False
12,2015-06-13,14.249999999999998,False
13,2015-06-14,9.12,False
14,2015-06-15,41.04,False
15,2015-06-16,21.659999999999997,False
16,2015-06-17,40.47,False
17,2015-06-18,39.33,False
18,2015-06-19,46.739999999999995,False
19,2015-06-20,11.969999999999999,False
20,2015-06-21,10.829999999999998,False
21,2015-06-22,15.389999999999999,False
22,2015-06-23,36.48,False
23,2015-06-24,47.309999999999995,False
24,2015-06-25,39.9,False
25,2015-06-26,43.88999999999999,False
26,2015-06-27,7.409999999999999,False
27,2015-06-28,4.56,False
28,2015-06-29,38.19,False
29,2015-06-30,40.47,False
0,2015-07-01,23.009999999999998,False
1,2015-07-02,14.75,False
2,2015-07-03,8.26,False
3,2015-07-04,5.8999999999999995,False
4,2015-07-05,2.9499999999999997,False
5,2015-07-06,10.62,False
6,2015-07-07,16.52,False
7,2015-07-08,12.389999999999999,False
8,2015-07-09,22.419999999999998,False
9,2015-07-10,12.389999999999999,False
10,2015-07-11,8.26,False
11,2015-07-12,5.8999999999999995,False
12,2015-07-13,14.75,False
13,2015-07-14,18.29,False
14,2015-07-15,19.47,False
15,2015-07-16,17.11,False
16,2015-07-17,20.65,False
17,2015-07-18,7.67,False
18,2015-07-19,4.13,False
19,2015-07-20,17.7,False
20,2015-07-21,25.369999999999997,False
21,2015-07-22,17.7,False
22,2015-07-23,17.11,False
23,2015-07-24,27.139999999999997,False
24,2015-07-25,11.209999999999999,False
25,2015-07-26,7.08,False
26,2015-07-27,31.27,False
27,2015-07-28,54.279999999999994,False
28,2015-07-29,59.0,False
29,2015-07-30,31.27,False
30,2015-07-31,21.83,False
0,2015-08-01,7.42,False
1,2015-08-02,5.300000000000001,False
2,2015-08-03,29.68,False
3,2015-08-04,23.32,False
4,2015-08-05,18.55,False
5,2015-08-06,19.61,False
6,2015-08-07,33.39,False
7,2015-08-08,11.13,False
8,2015-08-09,7.42,False
9,2015-08-10,30.740000000000002,False
10,2015-08-11,21.200000000000003,False
11,2015-08-12,28.62,False
12,2015-08-13,22.790000000000003,False
13,2015-08-14,15.9,False
14,2015-08-15,4.7700000000000005,False
15,2015-08-16,9.540000000000001,False
16,2015-08-17,18.55,False
17,2015-08-18,16.96,False
18,2015-08-19,20.67,False
19,2015-08-20,21.200000000000003,False
20,2015-08-21,31.270000000000003,False
21,2015-08-22,7.42,False
22,2015-08-23,3.71,False
23,2015-08-24,53.0,False
24,2015-08-25,45.050000000000004,False
25,2015-08-26,33.92,False
26,2015-08-27,42.400000000000006,False
27,2015-08-28,25.970000000000002,False
28,2015-08-29,10.600000000000001,False
29,2015-08-30,6.890000000000001,False
30,2015-08-31,20.67,False
0,2015-09-01,33.5,False
1,2015-09-02,32.5,False
2,2015-09-03,35.5,False
3,2015-09-04,40.0,False
4,2015-09-05,17.0,False
5,2015-09-06,10.5,False
6,2015-09-07,9.0,False
7,2015-09-08,26.0,False
8,2015-09-09,26.0,False
9,2015-09-10,41.0,False
10,2015-09-11,32.5,False
11,2015-09-12,7.0,False
12,2015-09-13,6.0,False
13,2015-09-14,24.5,False
14,2015-09-15,36.5,False
15,2015-09-16,22.5,False
16,2015-09-17,28.5,False
17,2015-09-18,29.5,False
18,2015-09-19,6.5,False
19,2015-09-20,11.0,False
20,2015-09-21,33.5,False
21,2015-09-22,36.5,False
22,2015-09-23,21.5,False
23,2015-09-24,40.0,False
24,2015-09-25,36.0,False
25,2015-09-26,15.5,False
26,2015-09-27,7.0,False
27,2015-09-28,41.5,False
28,2015-09-29,50.0,False
29,2015-09-30,35.0,False
0,2015-10-01,37.2,False
1,2015-10-02,35.96,False
2,2015-10-03,6.2,False
3,2015-10-04,4.96,False
4,2015-10-05,34.72,False
5,2015-10-06,34.72,False
6,2015-10-07,33.48,False
7,2015-10-08,46.5,False
8,2015-10-09,23.56,False
9,2015-10-10,11.78,False
10,2015-10-11,19.84,False
11,2015-10-12,25.419999999999998,False
12,2015-10-13,28.52,False
13,2015-10-14,30.38,False
14,2015-10-15,22.94,False
15,2015-10-16,32.86,False
16,2015-10-17,8.06,False
17,2015-10-18,8.06,False
18,2015-10-19,23.56,False
19,2015-10-20,29.759999999999998,False
20,2015-10-21,37.82,False
21,2015-10-22,37.2,False
22,2015-10-23,40.92,False
23,2015-10-24,10.54,False
24,2015-10-25,7.4399999999999995,False
25,2015-10-26,39.68,False
26,2015-10-27,57.66,False
27,2015-10-28,62.0,False
28,2015-10-29,34.72,False
29,2015-10-30,47.12,False
30,2015-10-31,8.06,False
0,2015-11-01,13.44,False
1,2015-11-02,33.18,False
2,2015-11-03,42.0,False
3,2015-11-04,27.3,False
4,2015-11-05,21.84,False
5,2015-11-06,30.66,False
6,2015-11-07,10.92,False
7,2015-11-08,10.5,False
8,2015-11-09,34.44,False
9,2015-11-10,23.939999999999998,False
10,2015-11-11,22.68,False
11,2015-11-12,34.019999999999996,False
12,2015-11-13,31.08,False
13,2015-11-14,17.22,False
14,2015-11-15,4.2,False
15,2015-11-16,21.84,False
16,2015-11-17,23.52,False
17,2015-11-18,29.4,False
18,2015-11-19,31.919999999999998,False
19,2015-11-20,23.099999999999998,False
20,2015-11-21,10.5,False
21,2015-11-22,0.0,False
22,2015-11-23,14.7,False
23,2015-11-24,25.619999999999997,False
24,2015-11-25,16.38,False
25,2015-11-26,5.88,False
26,2015-11-27,17.22,False
27,2015-11-28,4.2,False
28,2015-11-29,0.0,False
29,2015-11-30,24.779999999999998,False
0,2015-12-01,33.06,False
1,2015-12-02,29.64,False
2,2015-12-03,28.88,False
3,2015-12-04,28.5,False
4,2015-12-05,8.74,False
5,2015-12-06,4.18,False
6,2015-12-07,28.88,False
7,2015-12-08,21.28,False
8,2015-12-09,16.34,False
9,2015-12-10,25.080000000000002,False
10,2015-12-11,28.88,False
11,2015-12-12,6.46,False
12,2015-12-13,9.88,False
13,2015-12-14,19.76,False
14,2015-12-15,23.18,False
15,2015-12-16,19.38,False
16,2015-12-17,38.0,False
17,2015-12-18,34.58,False
18,2015-12-19,6.08,False
19,2015-12-20,6.84,False
20,2015-12-21,15.96,False
21,2015-12-22,22.8,False
22,2015-12-23,19.76,False
23,2015-12-24,28.5,False
24,2015-12-25,7.6,False
25,2015-12-26,9.5,False
26,2015-12-27,9.120000000000001,False
27,2015-12-28,17.48,False
28,2015-12-29,19.0,False
29,2015-12-30,23.56,False
30,2015-12-31,18.240000000000002,False
0,2016-01-01,3.54,False
1,2016-01-02,10.03,False
2,2016-01-03,0.0,False
3,2016-01-04,24.189999999999998,False
4,2016-01-05,24.779999999999998,False
5,2016-01-06,37.169999999999995,False
6,2016-01-07,27.139999999999997,False
7,2016-01-08,18.88,False
8,2016-01-09,6.489999999999999,False
9,2016-01-10,4.72,False
10,2016-01-11,27.729999999999997,False
11,2016-01-12,22.419999999999998,False
12,2016-01-13,31.27,False
13,2016-01-14,30.09,False
14,2016-01-15,28.32,False
15,2016-01-16,8.85,False
16,2016-01-17,9.44,False
17,2016-01-18,6.489999999999999,False
18,2016-01-19,21.83,False
19,2016-01-20,44.25,False
20,2016-01-21,25.959999999999997,False
21,2016-01-22,19.47,False
22,2016-01-23,5.31,False
23,2016-01-24,4.72,False
24,2016-01-25,21.24,False
25,2016-01-26,28.32,False
26,2016-01-27,22.419999999999998,False
27,2016-01-28,27.729999999999997,False
28,2016-01-29,59.0,False
29,2016-01-30,12.979999999999999,False
30,2016-01-31,9.44,False
0,2016-02-01,19.52,False
1,2016-02-02,44.53,False
2,2016-02-03,61.0,False
3,2016-02-04,37.82,False
4,2016-02-05,14.64,False
5,2016-02-06,6.1,False
6,2016-02-07,9.76,False
7,2016-02-08,32.33,False
8,2016-02-09,21.96,False
9,2016-02-10,21.96,False
10,2016-02-11,20.74,False
11,2016-02-12,21.349999999999998,False
12,2016-02-13,9.76,False
13,2016-02-14,3.66,False
14,2016-02-15,3.05,False
15,2016-02-16,20.13,False
16,2016-02-17,26.84,False
17,2016-02-18,17.08,False
18,2016-02-19,17.69,False
19,2016-02-20,2.44,False
20,2016-02-21,6.1,False
21,2016-02-22,24.4,False
22,2016-02-23,23.18,False
23,2016-02-24,17.08,False
24,2016-02-25,19.52,False
25,2016-02-26,23.79,False
26,2016-02-27,2.44,False
27,2016-02-28,0.0,False
28,2016-02-29,14.64,False
0,2016-03-01,34.32,False
1,2016-03-02,30.16,False
2,2016-03-03,41.08,False
3,2016-03-04,37.96,False
4,2016-03-05,11.96,False
5,2016-03-06,18.2,False
6,2016-03-07,22.36,False
7,2016-03-08,24.44,False
8,2016-03-09,34.84,False
9,2016-03-10,35.36,False
10,2016-03-11,36.4,False
11,2016-03-12,14.56,False
12,2016-03-13,4.68,False
13,2016-03-14,39.0,False
14,2016-03-15,22.36,False
15,2016-03-16,36.92,False
16,2016-03-17,31.200000000000003,False
17,2016-03-18,41.6,False
18,2016-03-19,7.28,False
19,2016-03-20,9.36,False
20,2016-03-21,42.120000000000005,False
21,2016-03-22,31.200000000000003,False
22,2016-03-23,48.88,False
23,2016-03-24,39.52,False
24,2016-03-25,20.8,False
25,2016-03-26,9.88,False
26,2016-03-27,19.76,False
27,2016-03-28,52.0,False
28,2016-03-29,32.76,False
29,2016-03-30,41.6,False
30,2016-03-31,29.12,False
0,2016-04-01,22.36,False
1,2016-04-02,5.2,False
2,2016-04-03,3.64,False
3,2016-04-04,20.28,False
4,2016-04-05,16.12,False
5,2016-04-06,15.08,False
6,2016-04-07,21.84,False
7,2016-04-08,18.2,False
8,2016-04-09,3.64,False
9,2016-04-10,2.6,False
10,2016-04-11,18.2,False
11,2016-04-12,10.92,False
12,2016-04-13,11.96,False
13,2016-04-14,11.96,False
14,2016-04-15,10.4,False
15,2016-04-16,0.0,False
16,2016-04-17,7.28,False
17,2016-04-18,14.040000000000001,False
18,2016-04-19,15.08,False
19,2016-04-20,21.84,False
20,2016-04-21,18.72,False
21,2016-04-22,18.2,False
22,2016-04-23,5.2,False
23,2016-04-24,5.2,False
24,2016-04-25,15.08,False
25,2016-04-26,16.12,False
26,2016-04-27,21.84,False
27,2016-04-28,52.0,False
28,2016-04-29,45.760000000000005,False
29,2016-04-30,2.6,False
0,2016-05-01,9.88,False
1,2016-05-02,48.88,False
2,2016-05-03,39.52,False
3,2016-05-04,39.52,False
4,2016-05-05,40.56,False
5,2016-05-06,27.04,False
6,2016-05-07,6.76,False
7,2016-05-08,13.0,False
8,2016-05-09,42.64,False
9,2016-05-10,43.160000000000004,False
10,2016-05-11,40.04,False
11,2016-05-12,37.96,False
12,2016-05-13,29.12,False
13,2016-05-14,7.28,False
14,2016-05-15,9.88,False
15,2016-05-16,43.68,False
16,2016-05-17,32.24,False
17,2016-05-18,34.84,False
18,2016-05-19,27.04,False
19,2016-05-20,52.0,False
20,2016-05-21,8.32,False
21,2016-05-22,9.88,False
22,2016-05-23,37.44,False
23,2016-05-24,42.120000000000005,False
24,2016-05-25,35.36,False
25,2016-05-26,31.200000000000003,False
26,2016-05-27,34.84,False
27,2016-05-28,9.88,False
28,2016-05-29,5.2,False
29,2016-05-30,10.92,False
30,2016-05-31,39.52,False
0,2016-06-01,37.92,False
1,2016-06-02,33.12,False
2,2016-06-03,24.96,False
3,2016-06-04,3.84,False
4,2016-06-05,7.68,False
5,2016-06-06,26.88,False
6,2016-06-07,33.6,False
7,2016-06-08,13.92,False
8,2016-06-09,19.68,False
9,2016-06-10,20.64,False
10,2016-06-11,5.279999999999999,False
11,2016-06-12,5.76,False
12,2016-06-13,19.2,False
13,2016-06-14,20.16,False
14,2016-06-15,24.96,False
15,2016-06-16,21.599999999999998,False
16,2016-06-17,24.96,False
17,2016-06-18,3.84,False
18,2016-06-19,7.68,False
19,2016-06-20,24.96,False
20,2016-06-21,24.96,False
21,2016-06-22,39.36,False
22,2016-06-23,26.88,False
23,2016-06-24,41.28,False
24,2016-06-25,9.12,False
25,2016-06-26,7.68,False
26,2016-06-27,31.68,False
27,2016-06-28,48.0,False
28,2016-06-29,37.92,False
29,2016-06-30,30.24,False
0,2016-07-01,22.68,False
1,2016-07-02,3.7800000000000002,False
2,2016-07-03,3.7800000000000002,False
3,2016-07-04,2.52,False
4,2016-07-05,17.64,False
5,2016-07-06,13.23,False
6,2016-07-07,19.53,False
7,2016-07-08,28.35,False
8,2016-07-09,5.67,False
9,2016-07-10,2.52,False
10,2016-07-11,15.120000000000001,False
11,2016-07-12,20.79,False
12,2016-07-13,17.64,False
13,2016-07-14,15.75,False
14,2016-07-15,26.46,False
15,2016-07-16,4.41,False
16,2016-07-17,0.0,False
17,2016-07-18,10.71,False
18,2016-07-19,18.9,False
19,2016-07-20,28.35,False
20,2016-07-21,18.27,False
21,2016-07-22,28.98,False
22,2016-07-23,11.34,False
23,2016-07-24,6.93,False
24,2016-07-25,60.480000000000004,False
25,2016-07-26,63.0,False
26,2016-07-27,28.35,False
27,2016-07-28,23.94,False
28,2016-07-29,24.57,False
29,2016-07-30,8.19,False
30,2016-07-31,3.7800000000000002,False
0,2016-08-01,29.4,False
1,2016-08-02,37.8,False
2,2016-08-03,60.0,False
3,2016-08-04,39.0,False
4,2016-08-05,48.0,False
5,2016-08-06,5.3999999999999995,False
6,2016-08-07,7.8,False
7,2016-08-08,28.2,False
8,2016-08-09,54.0,False
9,2016-08-10,48.6,False
10,2016-08-11,57.0,False
11,2016-08-12,34.8,False
12,2016-08-13,5.3999999999999995,False
13,2016-08-14,5.3999999999999995,False
14,2016-08-15,30.0,False
15,2016-08-16,33.6,False
16,2016-08-17,40.8,False
17,2016-08-18,48.0,False
18,2016-08-19,37.199999999999996,False
19,2016-08-20,5.3999999999999995,False
20,2016-08-21,7.8,False
21,2016-08-22,28.799999999999997,False
22,2016-08-23,51.0,False
23,2016-08-24,34.8,False
24,2016-08-25,25.2,False
25,2016-08-26,39.6,False
26,2016-08-27,0.0,False
27,2016-08-28,7.199999999999999,False
28,2016-08-29,31.2,False
29,2016-08-30,35.4,False
30,2016-08-31,49.8,False
0,2016-09-01,31.349999999999998,False
1,2016-09-02,49.589999999999996,False
2,2016-09-03,8.549999999999999,False
3,2016-09-04,12.54,False
4,2016-09-05,11.399999999999999,False
5,2016-09-06,47.309999999999995,False
6,2016-09-07,42.74999999999999,False
7,2016-09-08,37.05,False
8,2016-09-09,21.09,False
9,2016-09-10,8.549999999999999,False
10,2016-09-11,8.549999999999999,False
11,2016-09-12,31.919999999999998,False
12,2016-09-13,18.24,False
13,2016-09-14,27.36,False
14,2016-09-15,31.349999999999998,False
15,2016-09-16,37.62,False
16,2016-09-17,8.549999999999999,False
17,2016-09-18,3.9899999999999998,False
18,2016-09-19,23.369999999999997,False
19,2016-09-20,28.499999999999996,False
20,2016-09-21,55.28999999999999,False
21,2016-09-22,56.99999999999999,False
22,2016-09-23,37.62,False
23,2016-09-24,6.27,False
24,2016-09-25,6.27,False
25,2016-09-26,39.33,False
26,2016-09-27,53.58,False
27,2016-09-28,34.199999999999996,False
28,2016-09-29,28.499999999999996,False
29,2016-09-30,37.62,False
0,2016-10-01,29.89,False
1,2016-10-02,4.9,False
2,2016-10-03,36.26,False
3,2016-10-04,34.3,False
4,2016-10-05,45.08,False
5,2016-10-06,34.79,False
6,2016-10-07,49.0,False
7,2016-10-08,12.25,False
8,2016-10-09,9.8,False
9,2016-10-10,34.79,False
10,2016-10-11,41.16,False
11,2016-10-12,35.28,False
12,2016-10-13,39.2,False
13,2016-10-14,48.019999999999996,False
14,2016-10-15,4.9,False
15,2016-10-16,4.9,False
16,2016-10-17,42.63,False
17,2016-10-18,42.14,False
18,2016-10-19,34.3,False
19,2016-10-20,45.08,False
20,2016-10-21,31.36,False
21,2016-10-22,7.35,False
