,date,EA stock,isPartial
27,2013-04-28,1.14,False
28,2013-04-29,1.44,False
29,2013-04-30,1.44,False
0,2013-05-01,0.0,False
1,2013-05-02,1.5,False
2,2013-05-03,1.6,False
3,2013-05-04,0.9,False
4,2013-05-05,0.9,False
5,2013-05-06,4.2,False
6,2013-05-07,7.2,False
7,2013-05-08,10.0,False
8,2013-05-09,5.9,False
9,2013-05-10,4.4,False
10,2013-05-11,0.9,False
11,2013-05-12,1.4000000000000001,False
12,2013-05-13,4.5,False
13,2013-05-14,2.2,False
14,2013-05-15,4.9,False
15,2013-05-16,6.1000000000000005,False
16,2013-05-17,2.8000000000000003,False
17,2013-05-18,2.7,False
18,2013-05-19,0.9,False
19,2013-05-20,2.7,False
20,2013-05-21,4.800000000000001,False
21,2013-05-22,2.6,False
22,2013-05-23,3.4000000000000004,False
23,2013-05-24,4.3,False
24,2013-05-25,1.4000000000000001,False
25,2013-05-26,1.8,False
26,2013-05-27,1.2000000000000002,False
27,2013-05-28,4.4,False
28,2013-05-29,1.8,False
29,2013-05-30,1.5,False
30,2013-05-31,4.0,False
0,2013-06-01,0.0,False
1,2013-06-02,1.5,False
2,2013-06-03,2.76,False
3,2013-06-04,3.06,False
4,2013-06-05,2.52,False
5,2013-06-06,1.38,False
6,2013-06-07,1.74,False
7,2013-06-08,2.52,False
8,2013-06-09,1.5,False
9,2013-06-10,6.0,False
10,2013-06-11,3.2399999999999998,False
11,2013-06-12,2.2199999999999998,False
12,2013-06-13,2.52,False
13,2013-06-14,3.2399999999999998,False
14,2013-06-15,0.0,False
15,2013-06-16,2.1,False
16,2013-06-17,3.06,False
17,2013-06-18,1.92,False
18,2013-06-19,2.2199999999999998,False
19,2013-06-20,2.58,False
20,2013-06-21,3.1799999999999997,False
21,2013-06-22,1.02,False
22,2013-06-23,0.0,False
23,2013-06-24,2.1,False
24,2013-06-25,2.52,False
25,2013-06-26,2.52,False
26,2013-06-27,2.1,False
27,2013-06-28,2.04,False
28,2013-06-29,1.02,False
29,2013-06-30,1.02,False
0,2013-07-01,0.84,False
1,2013-07-02,1.92,False
2,2013-07-03,1.08,False
3,2013-07-04,0.72,False
4,2013-07-05,1.3199999999999998,False
5,2013-07-06,0.6599999999999999,False
6,2013-07-07,1.3199999999999998,False
7,2013-07-08,1.02,False
8,2013-07-09,1.74,False
9,2013-07-10,1.74,False
10,2013-07-11,1.6199999999999999,False
11,2013-07-12,0.8999999999999999,False
12,2013-07-13,1.3199999999999998,False
13,2013-07-14,0.6599999999999999,False
14,2013-07-15,1.8599999999999999,False
15,2013-07-16,1.2,False
16,2013-07-17,0.8999999999999999,False
17,2013-07-18,2.16,False
18,2013-07-19,1.5,False
19,2013-07-20,0.96,False
20,2013-07-21,0.6599999999999999,False
21,2013-07-22,1.56,False
22,2013-07-23,1.02,False
23,2013-07-24,6.0,False
24,2013-07-25,2.6999999999999997,False
25,2013-07-26,2.94,False
26,2013-07-27,1.6199999999999999,False
27,2013-07-28,1.26,False
28,2013-07-29,0.72,False
29,2013-07-30,2.04,False
30,2013-07-31,1.08,False
0,2013-08-01,2.46,False
1,2013-08-02,3.84,False
2,2013-08-03,1.5,False
3,2013-08-04,0.96,False
4,2013-08-05,0.84,False
5,2013-08-06,0.0,False
6,2013-08-07,1.2,False
7,2013-08-08,0.84,False
8,2013-08-09,1.44,False
9,2013-08-10,1.5,False
10,2013-08-11,0.96,False
11,2013-08-12,2.4,False
12,2013-08-13,1.56,False
13,2013-08-14,0.78,False
14,2013-08-15,3.42,False
15,2013-08-16,1.14,False
16,2013-08-17,1.44,False
17,2013-08-18,1.26,False
18,2013-08-19,2.4,False
19,2013-08-20,2.34,False
20,2013-08-21,3.96,False
21,2013-08-22,6.0,False
22,2013-08-23,4.74,False
23,2013-08-24,1.92,False
24,2013-08-25,1.8599999999999999,False
25,2013-08-26,1.14,False
26,2013-08-27,1.7999999999999998,False
27,2013-08-28,2.58,False
28,2013-08-29,1.56,False
29,2013-08-30,5.46,False
30,2013-08-31,0.96,False
0,2013-09-01,1.38,False
1,2013-09-02,0.78,False
2,2013-09-03,2.04,False
3,2013-09-04,4.62,False
4,2013-09-05,2.1,False
5,2013-09-06,2.16,False
6,2013-09-07,1.8599999999999999,False
7,2013-09-08,1.2,False
8,2013-09-09,3.3,False
9,2013-09-10,2.2199999999999998,False
10,2013-09-11,1.74,False
11,2013-09-12,2.28,False
12,2013-09-13,1.3199999999999998,False
13,2013-09-14,1.7999999999999998,False
14,2013-09-15,2.2199999999999998,False
15,2013-09-16,1.74,False
16,2013-09-17,6.0,False
17,2013-09-18,5.52,False
18,2013-09-19,3.84,False
19,2013-09-20,2.6999999999999997,False
20,2013-09-21,1.38,False
21,2013-09-22,1.3199999999999998,False
22,2013-09-23,1.74,False
23,2013-09-24,3.0,False
24,2013-09-25,2.28,False
25,2013-09-26,2.82,False
26,2013-09-27,2.16,False
27,2013-09-28,3.1799999999999997,False
28,2013-09-29,1.3199999999999998,False
29,2013-09-30,1.74,False
0,2013-10-01,3.5000000000000004,False
1,2013-10-02,3.2900000000000005,False
2,2013-10-03,3.6400000000000006,False
3,2013-10-04,3.1500000000000004,False
4,2013-10-05,1.2600000000000002,False
5,2013-10-06,1.8900000000000001,False
6,2013-10-07,2.7300000000000004,False
7,2013-10-08,1.61,False
8,2013-10-09,2.7300000000000004,False
9,2013-10-10,3.2900000000000005,False
10,2013-10-11,3.43,False
11,2013-10-12,1.4700000000000002,False
12,2013-10-13,0.0,False
13,2013-10-14,1.2600000000000002,False
14,2013-10-15,2.1700000000000004,False
15,2013-10-16,2.5200000000000005,False
16,2013-10-17,3.08,False
17,2013-10-18,3.1500000000000004,False
18,2013-10-19,2.9400000000000004,False
19,2013-10-20,0.0,False
20,2013-10-21,2.1,False
21,2013-10-22,3.5700000000000003,False
22,2013-10-23,2.1700000000000004,False
23,2013-10-24,3.2900000000000005,False
24,2013-10-25,1.6800000000000002,False
25,2013-10-26,0.9800000000000001,False
26,2013-10-27,0.9100000000000001,False
27,2013-10-28,1.61,False
28,2013-10-29,6.65,False
29,2013-10-30,7.000000000000001,False
30,2013-10-31,4.48,False
0,2013-11-01,3.9,False
1,2013-11-02,1.56,False
2,2013-11-03,1.68,False
