,date,KO stock,isPartial
19,2013-05-20,9.24,False
20,2013-05-21,2.97,False
21,2013-05-22,15.180000000000001,False
22,2013-05-23,6.2700000000000005,False
23,2013-05-24,15.84,False
24,2013-05-25,7.590000000000001,False
25,2013-05-26,11.22,False
26,2013-05-27,9.24,False
27,2013-05-28,11.88,False
28,2013-05-29,11.88,False
29,2013-05-30,31.020000000000003,False
30,2013-05-31,12.870000000000001,False
0,2013-06-01,8.7,False
1,2013-06-02,6.38,False
2,2013-06-03,26.68,False
3,2013-06-04,15.95,False
4,2013-06-05,24.939999999999998,False
5,2013-06-06,7.249999999999999,False
6,2013-06-07,18.56,False
7,2013-06-08,8.7,False
8,2013-06-09,8.7,False
9,2013-06-10,13.919999999999998,False
10,2013-06-11,6.959999999999999,False
11,2013-06-12,14.209999999999999,False
12,2013-06-13,17.98,False
13,2013-06-14,15.079999999999998,False
14,2013-06-15,4.35,False
15,2013-06-16,13.049999999999999,False
16,2013-06-17,3.4799999999999995,False
17,2013-06-18,14.209999999999999,False
18,2013-06-19,12.469999999999999,False
19,2013-06-20,28.999999999999996,False
20,2013-06-21,15.37,False
21,2013-06-22,0.0,False
22,2013-06-23,4.35,False
23,2013-06-24,17.98,False
24,2013-06-25,17.689999999999998,False
25,2013-06-26,8.99,False
26,2013-06-27,25.52,False
27,2013-06-28,15.37,False
28,2013-06-29,13.34,False
29,2013-06-30,0.0,False
0,2013-07-01,15.08,False
1,2013-07-02,10.66,False
2,2013-07-03,15.34,False
3,2013-07-04,3.12,False
4,2013-07-05,6.76,False
5,2013-07-06,11.700000000000001,False
6,2013-07-07,7.800000000000001,False
7,2013-07-08,10.66,False
8,2013-07-09,18.46,False
9,2013-07-10,6.24,False
10,2013-07-11,17.16,False
11,2013-07-12,21.32,False
12,2013-07-13,7.54,False
13,2013-07-14,5.720000000000001,False
14,2013-07-15,9.36,False
15,2013-07-16,26.0,False
16,2013-07-17,15.600000000000001,False
17,2013-07-18,17.16,False
18,2013-07-19,9.620000000000001,False
19,2013-07-20,5.720000000000001,False
20,2013-07-21,7.54,False
21,2013-07-22,16.900000000000002,False
22,2013-07-23,7.54,False
23,2013-07-24,13.780000000000001,False
24,2013-07-25,10.92,False
25,2013-07-26,8.06,False
26,2013-07-27,5.720000000000001,False
27,2013-07-28,3.64,False
28,2013-07-29,11.96,False
29,2013-07-30,21.060000000000002,False
30,2013-07-31,10.66,False
0,2013-08-01,29.240000000000002,False
1,2013-08-02,13.940000000000001,False
2,2013-08-03,15.98,False
3,2013-08-04,19.040000000000003,False
4,2013-08-05,25.840000000000003,False
5,2013-08-06,23.8,False
6,2013-08-07,21.080000000000002,False
7,2013-08-08,27.200000000000003,False
8,2013-08-09,19.380000000000003,False
9,2013-08-10,9.520000000000001,False
10,2013-08-11,6.460000000000001,False
11,2013-08-12,34.0,False
12,2013-08-13,33.660000000000004,False
13,2013-08-14,21.080000000000002,False
14,2013-08-15,24.82,False
15,2013-08-16,27.880000000000003,False
16,2013-08-17,19.040000000000003,False
17,2013-08-18,12.58,False
