,date,COST stock,isPartial
4,2013-06-05,33.599999999999994,False
5,2013-06-06,24.15,False
6,2013-06-07,23.099999999999998,False
7,2013-06-08,19.25,False
8,2013-06-09,24.15,False
9,2013-06-10,25.2,False
10,2013-06-11,35.0,False
11,2013-06-12,23.099999999999998,False
12,2013-06-13,21.7,False
13,2013-06-14,20.299999999999997,False
14,2013-06-15,19.25,False
15,2013-06-16,27.299999999999997,False
16,2013-06-17,25.549999999999997,False
17,2013-06-18,27.299999999999997,False
18,2013-06-19,31.849999999999998,False
19,2013-06-20,22.049999999999997,False
20,2013-06-21,28.7,False
21,2013-06-22,15.749999999999998,False
22,2013-06-23,19.599999999999998,False
23,2013-06-24,27.299999999999997,False
24,2013-06-25,26.599999999999998,False
25,2013-06-26,25.2,False
26,2013-06-27,32.55,False
27,2013-06-28,18.549999999999997,False
28,2013-06-29,21.7,False
29,2013-06-30,19.95,False
0,2013-07-01,35.0,False
1,2013-07-02,23.099999999999998,False
2,2013-07-03,28.7,False
3,2013-07-04,18.549999999999997,False
4,2013-07-05,20.299999999999997,False
5,2013-07-06,19.599999999999998,False
6,2013-07-07,17.849999999999998,False
7,2013-07-08,24.15,False
8,2013-07-09,24.15,False
9,2013-07-10,30.099999999999998,False
10,2013-07-11,30.099999999999998,False
11,2013-07-12,24.5,False
12,2013-07-13,23.099999999999998,False
13,2013-07-14,18.9,False
14,2013-07-15,27.65,False
15,2013-07-16,24.15,False
16,2013-07-17,30.45,False
17,2013-07-18,29.4,False
18,2013-07-19,26.95,False
19,2013-07-20,17.5,False
20,2013-07-21,30.099999999999998,False
21,2013-07-22,28.7,False
22,2013-07-23,26.25,False
23,2013-07-24,33.25,False
24,2013-07-25,24.849999999999998,False
25,2013-07-26,33.599999999999994,False
26,2013-07-27,16.45,False
27,2013-07-28,22.4,False
28,2013-07-29,33.949999999999996,False
29,2013-07-30,33.599999999999994,False
30,2013-07-31,24.5,False
0,2013-08-01,33.32,False
1,2013-08-02,23.12,False
2,2013-08-03,19.380000000000003,False
3,2013-08-04,22.78,False
4,2013-08-05,28.560000000000002,False
5,2013-08-06,23.12,False
6,2013-08-07,34.0,False
7,2013-08-08,23.8,False
8,2013-08-09,21.76,False
9,2013-08-10,21.76,False
10,2013-08-11,21.42,False
11,2013-08-12,28.900000000000002,False
12,2013-08-13,29.240000000000002,False
