,date,MU stock,isPartial
6,2012-06-07,0.51,False
7,2012-06-08,0.35000000000000003,False
8,2012-06-09,0.0,False
9,2012-06-10,0.4,False
10,2012-06-11,0.32,False
11,2012-06-12,0.32,False
12,2012-06-13,0.55,False
13,2012-06-14,1.0,False
14,2012-06-15,0.6900000000000001,False
15,2012-06-16,0.62,False
16,2012-06-17,0.41000000000000003,False
17,2012-06-18,0.65,False
18,2012-06-19,0.65,False
19,2012-06-20,0.33,False
20,2012-06-21,0.55,False
21,2012-06-22,0.35000000000000003,False
22,2012-06-23,0.42,False
23,2012-06-24,0.0,False
24,2012-06-25,0.54,False
25,2012-06-26,0.0,False
26,2012-06-27,0.33,False
27,2012-06-28,0.34,False
28,2012-06-29,0.71,False
29,2012-06-30,0.0,False
0,2012-07-01,0.5,False
1,2012-07-02,0.8,False
2,2012-07-03,1.0,False
3,2012-07-04,0.63,False
4,2012-07-05,0.63,False
5,2012-07-06,0.43,False
6,2012-07-07,0.0,False
7,2012-07-08,0.0,False
8,2012-07-09,0.8,False
9,2012-07-10,0.39,False
10,2012-07-11,0.41000000000000003,False
11,2012-07-12,0.41000000000000003,False
12,2012-07-13,0.64,False
13,2012-07-14,0.0,False
14,2012-07-15,0.0,False
15,2012-07-16,0.0,False
16,2012-07-17,0.0,False
17,2012-07-18,0.4,False
18,2012-07-19,0.0,False
19,2012-07-20,0.65,False
20,2012-07-21,0.77,False
21,2012-07-22,0.51,False
22,2012-07-23,0.0,False
23,2012-07-24,0.41000000000000003,False
24,2012-07-25,0.8200000000000001,False
25,2012-07-26,0.8300000000000001,False
26,2012-07-27,0.0,False
27,2012-07-28,0.0,False
28,2012-07-29,0.0,False
29,2012-07-30,0.6,False
30,2012-07-31,0.41000000000000003,False
0,2012-08-01,1.32,False
1,2012-08-02,1.36,False
2,2012-08-03,0.7000000000000001,False
3,2012-08-04,0.0,False
4,2012-08-05,0.0,False
5,2012-08-06,0.66,False
6,2012-08-07,1.0,False
7,2012-08-08,1.0,False
8,2012-08-09,0.68,False
9,2012-08-10,1.74,False
10,2012-08-11,0.0,False
11,2012-08-12,0.0,False
12,2012-08-13,2.0,False
13,2012-08-14,1.32,False
14,2012-08-15,1.36,False
15,2012-08-16,0.68,False
16,2012-08-17,0.7000000000000001,False
17,2012-08-18,0.0,False
18,2012-08-19,0.0,False
19,2012-08-20,0.68,False
20,2012-08-21,0.66,False
21,2012-08-22,1.0,False
22,2012-08-23,0.0,False
23,2012-08-24,0.0,False
24,2012-08-25,0.8,False
25,2012-08-26,0.0,False
26,2012-08-27,0.64,False
27,2012-08-28,0.64,False
28,2012-08-29,1.3,False
29,2012-08-30,0.66,False
30,2012-08-31,1.0,False
0,2012-09-01,0.0,False
1,2012-09-02,0.0,False
2,2012-09-03,0.86,False
3,2012-09-04,1.22,False
4,2012-09-05,0.8200000000000001,False
5,2012-09-06,0.84,False
6,2012-09-07,0.0,False
7,2012-09-08,0.0,False
8,2012-09-09,0.0,False
9,2012-09-10,0.8200000000000001,False
10,2012-09-11,0.8,False
11,2012-09-12,1.6,False
12,2012-09-13,1.24,False
13,2012-09-14,0.86,False
14,2012-09-15,2.0,False
15,2012-09-16,0.0,False
16,2012-09-17,1.62,False
17,2012-09-18,1.6,False
18,2012-09-19,1.22,False
19,2012-09-20,0.8200000000000001,False
20,2012-09-21,0.84,False
21,2012-09-22,1.98,False
22,2012-09-23,0.96,False
23,2012-09-24,1.6,False
24,2012-09-25,1.2,False
25,2012-09-26,1.6,False
26,2012-09-27,1.6400000000000001,False
27,2012-09-28,1.7,False
28,2012-09-29,1.46,False
29,2012-09-30,1.92,False
0,2012-10-01,0.69,False
1,2012-10-02,0.75,False
2,2012-10-03,0.69,False
3,2012-10-04,0.8999999999999999,False
4,2012-10-05,0.48,False
5,2012-10-06,0.8099999999999999,False
6,2012-10-07,0.51,False
7,2012-10-08,1.53,False
8,2012-10-09,0.44999999999999996,False
9,2012-10-10,1.08,False
10,2012-10-11,0.6,False
11,2012-10-12,1.08,False
12,2012-10-13,0.0,False
13,2012-10-14,0.0,False
14,2012-10-15,0.42,False
15,2012-10-16,0.87,False
16,2012-10-17,0.42,False
17,2012-10-18,1.3199999999999998,False
18,2012-10-19,0.44999999999999996,False
19,2012-10-20,3.0,False
20,2012-10-21,1.05,False
21,2012-10-22,0.87,False
22,2012-10-23,0.99,False
23,2012-10-24,0.6599999999999999,False
24,2012-10-25,1.2,False
25,2012-10-26,0.48,False
26,2012-10-27,0.54,False
27,2012-10-28,0.51,False
28,2012-10-29,0.42,False
29,2012-10-30,0.42,False
30,2012-10-31,0.6599999999999999,False
0,2012-11-01,0.72,False
1,2012-11-02,0.55,False
2,2012-11-03,0.8200000000000001,False
3,2012-11-04,0.0,False
4,2012-11-05,0.34,False
5,2012-11-06,0.66,False
6,2012-11-07,0.8200000000000001,False
7,2012-11-08,0.85,False
8,2012-11-09,0.36,False
9,2012-11-10,0.0,False
10,2012-11-11,0.4,False
11,2012-11-12,0.34,False
12,2012-11-13,0.51,False
13,2012-11-14,0.67,False
14,2012-11-15,0.81,False
15,2012-11-16,0.71,False
16,2012-11-17,0.0,False
17,2012-11-18,0.0,False
18,2012-11-19,1.0,False
19,2012-11-20,0.99,False
20,2012-11-21,0.84,False
21,2012-11-22,0.53,False
22,2012-11-23,0.36,False
23,2012-11-24,0.4,False
24,2012-11-25,0.79,False
25,2012-11-26,0.0,False
26,2012-11-27,0.49,False
27,2012-11-28,0.49,False
28,2012-11-29,0.49,False
29,2012-11-30,0.35000000000000003,False
0,2012-12-01,0.0,False
1,2012-12-02,0.46,False
2,2012-12-03,0.78,False
3,2012-12-04,0.38,False
4,2012-12-05,1.18,False
5,2012-12-06,1.02,False
6,2012-12-07,0.84,False
7,2012-12-08,0.96,False
8,2012-12-09,0.46,False
9,2012-12-10,0.78,False
10,2012-12-11,0.4,False
11,2012-12-12,1.06,False
12,2012-12-13,2.0,False
13,2012-12-14,0.68,False
14,2012-12-15,0.0,False
15,2012-12-16,0.0,False
16,2012-12-17,1.18,False
17,2012-12-18,0.8,False
18,2012-12-19,0.4,False
19,2012-12-20,0.62,False
20,2012-12-21,0.88,False
21,2012-12-22,0.5,False
22,2012-12-23,0.0,False
23,2012-12-24,0.5,False
24,2012-12-25,0.54,False
25,2012-12-26,1.36,False
26,2012-12-27,0.64,False
27,2012-12-28,1.02,False
28,2012-12-29,0.48,False
29,2012-12-30,0.5,False
30,2012-12-31,0.98,False
0,2013-01-01,2.0,False
1,2013-01-02,1.28,False
2,2013-01-03,1.8800000000000001,False
3,2013-01-04,0.96,False
4,2013-01-05,1.06,False
5,2013-01-06,0.0,False
6,2013-01-07,1.82,False
7,2013-01-08,0.0,False
8,2013-01-09,1.2,False
9,2013-01-10,1.2,False
10,2013-01-11,1.86,False
11,2013-01-12,1.06,False
12,2013-01-13,0.0,False
13,2013-01-14,0.0,False
14,2013-01-15,0.58,False
15,2013-01-16,1.78,False
16,2013-01-17,1.48,False
17,2013-01-18,1.54,False
18,2013-01-19,1.04,False
19,2013-01-20,0.68,False
20,2013-01-21,0.58,False
21,2013-01-22,1.46,False
22,2013-01-23,0.88,False
23,2013-01-24,1.18,False
24,2013-01-25,0.92,False
25,2013-01-26,1.74,False
26,2013-01-27,0.0,False
27,2013-01-28,1.76,False
28,2013-01-29,1.72,False
29,2013-01-30,0.88,False
30,2013-01-31,0.58,False
0,2013-02-01,1.3800000000000001,False
1,2013-02-02,0.58,False
2,2013-02-03,0.0,False
3,2013-02-04,0.48,False
4,2013-02-05,1.3,False
5,2013-02-06,1.22,False
6,2013-02-07,2.0,False
7,2013-02-08,1.02,False
8,2013-02-09,0.6,False
9,2013-02-10,0.0,False
10,2013-02-11,0.5,False
11,2013-02-12,1.02,False
12,2013-02-13,0.98,False
13,2013-02-14,1.02,False
14,2013-02-15,0.86,False
15,2013-02-16,0.58,False
16,2013-02-17,0.58,False
17,2013-02-18,0.48,False
18,2013-02-19,0.48,False
19,2013-02-20,0.98,False
20,2013-02-21,1.7,False
21,2013-02-22,0.76,False
22,2013-02-23,0.58,False
23,2013-02-24,0.0,False
24,2013-02-25,0.9400000000000001,False
25,2013-02-26,0.72,False
26,2013-02-27,0.64,False
27,2013-02-28,0.8200000000000001,False
0,2013-03-01,0.8099999999999999,False
1,2013-03-02,0.8999999999999999,False
2,2013-03-03,0.8999999999999999,False
3,2013-03-04,1.26,False
4,2013-03-05,1.53,False
5,2013-03-06,2.28,False
6,2013-03-07,1.56,False
7,2013-03-08,2.13,False
8,2013-03-09,0.8999999999999999,False
9,2013-03-10,1.77,False
10,2013-03-11,1.74,False
11,2013-03-12,1.74,False
12,2013-03-13,1.98,False
13,2013-03-14,1.26,False
14,2013-03-15,2.88,False
15,2013-03-16,1.5,False
16,2013-03-17,0.87,False
17,2013-03-18,1.1099999999999999,False
18,2013-03-19,3.0,False
19,2013-03-20,1.14,False
20,2013-03-21,1.53,False
21,2013-03-22,2.88,False
22,2013-03-23,0.8999999999999999,False
23,2013-03-24,0.8999999999999999,False
24,2013-03-25,1.74,False
25,2013-03-26,1.89,False
26,2013-03-27,1.8299999999999998,False
27,2013-03-28,1.5899999999999999,False
28,2013-03-29,1.74,False
29,2013-03-30,1.8599999999999999,False
30,2013-03-31,0.0,False
0,2013-04-01,0.54,False
1,2013-04-02,1.3199999999999998,False
2,2013-04-03,0.99,False
3,2013-04-04,0.6599999999999999,False
4,2013-04-05,0.51,False
5,2013-04-06,0.39,False
6,2013-04-07,0.39,False
7,2013-04-08,0.6599999999999999,False
8,2013-04-09,0.6599999999999999,False
9,2013-04-10,0.51,False
10,2013-04-11,0.51,False
11,2013-04-12,0.54,False
12,2013-04-13,1.23,False
13,2013-04-14,3.0,False
14,2013-04-15,0.51,False
15,2013-04-16,0.0,False
16,2013-04-17,0.99,False
17,2013-04-18,0.99,False
18,2013-04-19,0.69,False
19,2013-04-20,0.0,False
20,2013-04-21,0.39,False
21,2013-04-22,0.99,False
22,2013-04-23,0.6599999999999999,False
23,2013-04-24,1.02,False
24,2013-04-25,0.36,False
25,2013-04-26,1.23,False
26,2013-04-27,0.39,False
27,2013-04-28,0.39,False
28,2013-04-29,0.6599999999999999,False
29,2013-04-30,0.32999999999999996,False
0,2013-05-01,0.48,False
1,2013-05-02,1.36,False
2,2013-05-03,0.9400000000000001,False
3,2013-05-04,1.08,False
4,2013-05-05,0.0,False
5,2013-05-06,1.8,False
6,2013-05-07,0.44,False
7,2013-05-08,0.0,False
8,2013-05-09,1.84,False
9,2013-05-10,0.7000000000000001,False
10,2013-05-11,0.0,False
11,2013-05-12,0.8,False
12,2013-05-13,0.66,False
13,2013-05-14,1.32,False
14,2013-05-15,0.66,False
15,2013-05-16,2.0,False
16,2013-05-17,1.16,False
17,2013-05-18,0.54,False
18,2013-05-19,1.06,False
19,2013-05-20,0.66,False
20,2013-05-21,0.44,False
21,2013-05-22,0.44,False
22,2013-05-23,1.76,False
23,2013-05-24,1.62,False
24,2013-05-25,0.54,False
25,2013-05-26,0.0,False
26,2013-05-27,0.46,False
27,2013-05-28,1.3,False
28,2013-05-29,0.64,False
29,2013-05-30,0.9,False
30,2013-05-31,1.3800000000000001,False
0,2013-06-01,0.56,False
1,2013-06-02,0.0,False
2,2013-06-03,0.48,False
3,2013-06-04,0.0,False
4,2013-06-05,1.4000000000000001,False
5,2013-06-06,1.44,False
6,2013-06-07,0.72,False
7,2013-06-08,1.16,False
8,2013-06-09,0.56,False
9,2013-06-10,1.16,False
10,2013-06-11,0.92,False
11,2013-06-12,1.4000000000000001,False
12,2013-06-13,1.4000000000000001,False
13,2013-06-14,1.0,False
14,2013-06-15,0.0,False
15,2013-06-16,0.56,False
16,2013-06-17,1.4000000000000001,False
17,2013-06-18,2.12,False
18,2013-06-19,4.0,False
19,2013-06-20,1.44,False
20,2013-06-21,2.24,False
21,2013-06-22,2.36,False
22,2013-06-23,1.16,False
23,2013-06-24,3.04,False
24,2013-06-25,1.8800000000000001,False
25,2013-06-26,1.8800000000000001,False
26,2013-06-27,1.92,False
27,2013-06-28,2.2800000000000002,False
28,2013-06-29,0.0,False
29,2013-06-30,1.16,False
0,2013-07-01,2.3000000000000003,False
1,2013-07-02,4.65,False
2,2013-07-03,3.35,False
3,2013-07-04,1.4000000000000001,False
4,2013-07-05,1.8,False
5,2013-07-06,2.5500000000000003,False
6,2013-07-07,2.5,False
7,2013-07-08,3.0,False
8,2013-07-09,5.0,False
9,2013-07-10,2.7,False
10,2013-07-11,4.75,False
11,2013-07-12,3.5500000000000003,False
12,2013-07-13,2.0500000000000003,False
13,2013-07-14,0.0,False
14,2013-07-15,3.0,False
15,2013-07-16,4.0,False
16,2013-07-17,2.7,False
17,2013-07-18,4.15,False
18,2013-07-19,3.1500000000000004,False
19,2013-07-20,1.25,False
20,2013-07-21,1.25,False
21,2013-07-22,2.35,False
22,2013-07-23,3.95,False
23,2013-07-24,4.05,False
24,2013-07-25,3.75,False
25,2013-07-26,4.6000000000000005,False
26,2013-07-27,2.45,False
27,2013-07-28,2.4000000000000004,False
28,2013-07-29,4.6000000000000005,False
29,2013-07-30,3.95,False
30,2013-07-31,4.7,False
0,2013-08-01,3.6,False
1,2013-08-02,1.52,False
2,2013-08-03,1.16,False
3,2013-08-04,1.76,False
4,2013-08-05,3.36,False
5,2013-08-06,2.84,False
6,2013-08-07,2.16,False
7,2013-08-08,2.44,False
8,2013-08-09,2.0,False
9,2013-08-10,0.88,False
10,2013-08-11,1.28,False
11,2013-08-12,4.0,False
12,2013-08-13,2.6,False
13,2013-08-14,2.6,False
14,2013-08-15,2.52,False
15,2013-08-16,1.52,False
16,2013-08-17,2.2800000000000002,False
17,2013-08-18,0.84,False
18,2013-08-19,1.8800000000000001,False
19,2013-08-20,3.24,False
20,2013-08-21,2.08,False
21,2013-08-22,2.12,False
22,2013-08-23,2.2,False
23,2013-08-24,0.84,False
24,2013-08-25,0.84,False
25,2013-08-26,2.04,False
26,2013-08-27,1.36,False
27,2013-08-28,2.4,False
28,2013-08-29,2.08,False
29,2013-08-30,2.16,False
30,2013-08-31,0.84,False
0,2013-09-01,1.0,False
1,2013-09-02,1.25,False
2,2013-09-03,2.7,False
3,2013-09-04,3.85,False
4,2013-09-05,5.0,False
5,2013-09-06,3.1500000000000004,False
6,2013-09-07,2.0,False
7,2013-09-08,0.9500000000000001,False
8,2013-09-09,1.2000000000000002,False
9,2013-09-10,4.25,False
10,2013-09-11,4.3,False
11,2013-09-12,3.5500000000000003,False
12,2013-09-13,2.5500000000000003,False
13,2013-09-14,2.6,False
14,2013-09-15,2.5,False
15,2013-09-16,3.45,False
16,2013-09-17,2.95,False
17,2013-09-18,4.6000000000000005,False
18,2013-09-19,4.1000000000000005,False
19,2013-09-20,4.0,False
20,2013-09-21,1.4500000000000002,False
21,2013-09-22,1.4500000000000002,False
22,2013-09-23,3.25,False
23,2013-09-24,2.8000000000000003,False
24,2013-09-25,2.75,False
25,2013-09-26,3.3000000000000003,False
26,2013-09-27,2.25,False
27,2013-09-28,1.3,False
28,2013-09-29,1.9000000000000001,False
29,2013-09-30,2.35,False
0,2013-10-01,3.08,False
1,2013-10-02,2.87,False
2,2013-10-03,2.66,False
3,2013-10-04,3.7100000000000004,False
4,2013-10-05,1.6800000000000002,False
5,2013-10-06,0.0,False
6,2013-10-07,3.08,False
7,2013-10-08,4.69,False
8,2013-10-09,4.550000000000001,False
9,2013-10-10,7.000000000000001,False
10,2013-10-11,4.2700000000000005,False
11,2013-10-12,2.31,False
12,2013-10-13,1.4000000000000001,False
13,2013-10-14,3.8500000000000005,False
14,2013-10-15,4.0600000000000005,False
15,2013-10-16,2.66,False
16,2013-10-17,3.43,False
17,2013-10-18,1.7500000000000002,False
18,2013-10-19,2.24,False
19,2013-10-20,0.8400000000000001,False
20,2013-10-21,3.99,False
21,2013-10-22,3.7100000000000004,False
22,2013-10-23,2.31,False
23,2013-10-24,1.8900000000000001,False
24,2013-10-25,2.24,False
25,2013-10-26,5.32,False
26,2013-10-27,0.8400000000000001,False
27,2013-10-28,3.0100000000000002,False
28,2013-10-29,2.8000000000000003,False
29,2013-10-30,2.1,False
30,2013-10-31,2.45,False
0,2013-11-01,2.75,False
1,2013-11-02,1.7000000000000002,False
2,2013-11-03,1.6500000000000001,False
3,2013-11-04,3.2,False
4,2013-11-05,2.45,False
5,2013-11-06,2.1,False
6,2013-11-07,2.85,False
7,2013-11-08,4.8500000000000005,False
8,2013-11-09,0.8500000000000001,False
9,2013-11-10,2.45,False
10,2013-11-11,2.1,False
11,2013-11-12,1.4000000000000001,False
12,2013-11-13,2.8000000000000003,False
13,2013-11-14,5.0,False
14,2013-11-15,3.75,False
15,2013-11-16,2.1,False
16,2013-11-17,1.25,False
17,2013-11-18,3.1500000000000004,False
18,2013-11-19,3.1500000000000004,False
19,2013-11-20,3.1500000000000004,False
20,2013-11-21,3.5500000000000003,False
21,2013-11-22,4.75,False
22,2013-11-23,1.6500000000000001,False
23,2013-11-24,1.6,False
24,2013-11-25,2.4000000000000004,False
25,2013-11-26,4.5,False
26,2013-11-27,3.85,False
27,2013-11-28,1.5,False
28,2013-11-29,4.5,False
29,2013-11-30,1.25,False
0,2013-12-01,0.72,False
1,2013-12-02,3.7600000000000002,False
2,2013-12-03,3.84,False
3,2013-12-04,1.92,False
4,2013-12-05,3.92,False
5,2013-12-06,3.7600000000000002,False
6,2013-12-07,1.52,False
7,2013-12-08,1.92,False
8,2013-12-09,4.88,False
9,2013-12-10,4.24,False
10,2013-12-11,5.2,False
11,2013-12-12,3.36,False
12,2013-12-13,8.0,False
13,2013-12-14,3.2,False
14,2013-12-15,1.6,False
15,2013-12-16,4.32,False
16,2013-12-17,4.4,False
17,2013-12-18,7.44,False
18,2013-12-19,5.6000000000000005,False
19,2013-12-20,2.56,False
20,2013-12-21,2.0,False
21,2013-12-22,0.8,False
22,2013-12-23,4.0,False
23,2013-12-24,2.8000000000000003,False
24,2013-12-25,1.36,False
25,2013-12-26,4.48,False
26,2013-12-27,2.96,False
27,2013-12-28,1.6,False
28,2013-12-29,0.0,False
29,2013-12-30,3.92,False
30,2013-12-31,4.4,False
0,2014-01-01,1.4000000000000001,False
1,2014-01-02,2.8000000000000003,False
2,2014-01-03,3.0100000000000002,False
3,2014-01-04,0.8400000000000001,False
4,2014-01-05,0.8400000000000001,False
5,2014-01-06,2.5200000000000005,False
6,2014-01-07,5.390000000000001,False
7,2014-01-08,7.000000000000001,False
8,2014-01-09,5.250000000000001,False
9,2014-01-10,3.6400000000000006,False
10,2014-01-11,1.4000000000000001,False
11,2014-01-12,1.61,False
12,2014-01-13,2.9400000000000004,False
13,2014-01-14,2.45,False
14,2014-01-15,2.5900000000000003,False
15,2014-01-16,2.5900000000000003,False
16,2014-01-17,3.22,False
17,2014-01-18,1.8200000000000003,False
18,2014-01-19,0.6300000000000001,False
19,2014-01-20,1.05,False
20,2014-01-21,2.0300000000000002,False
21,2014-01-22,3.43,False
22,2014-01-23,1.8900000000000001,False
23,2014-01-24,2.87,False
24,2014-01-25,1.61,False
25,2014-01-26,0.6300000000000001,False
26,2014-01-27,3.5700000000000003,False
27,2014-01-28,2.0300000000000002,False
28,2014-01-29,1.6800000000000002,False
29,2014-01-30,3.8500000000000005,False
30,2014-01-31,2.7300000000000004,False
0,2014-02-01,7.000000000000001,False
1,2014-02-02,0.56,False
2,2014-02-03,1.9600000000000002,False
3,2014-02-04,1.61,False
4,2014-02-05,2.31,False
5,2014-02-06,2.9400000000000004,False
6,2014-02-07,2.5900000000000003,False
7,2014-02-08,1.33,False
8,2014-02-09,0.8400000000000001,False
9,2014-02-10,3.7100000000000004,False
10,2014-02-11,2.9400000000000004,False
11,2014-02-12,5.250000000000001,False
12,2014-02-13,3.1500000000000004,False
13,2014-02-14,1.4000000000000001,False
14,2014-02-15,1.1900000000000002,False
15,2014-02-16,1.12,False
16,2014-02-17,1.6800000000000002,False
17,2014-02-18,3.22,False
18,2014-02-19,3.6400000000000006,False
19,2014-02-20,3.1500000000000004,False
20,2014-02-21,3.9200000000000004,False
21,2014-02-22,1.33,False
22,2014-02-23,1.12,False
23,2014-02-24,2.45,False
24,2014-02-25,2.1,False
25,2014-02-26,3.43,False
26,2014-02-27,1.8200000000000003,False
27,2014-02-28,1.54,False
0,2014-03-01,1.4000000000000001,False
1,2014-03-02,0.68,False
2,2014-03-03,3.52,False
3,2014-03-04,4.0,False
4,2014-03-05,3.7600000000000002,False
5,2014-03-06,2.56,False
6,2014-03-07,2.16,False
7,2014-03-08,1.4000000000000001,False
8,2014-03-09,2.08,False
9,2014-03-10,2.96,False
10,2014-03-11,2.12,False
11,2014-03-12,1.56,False
12,2014-03-13,2.96,False
13,2014-03-14,3.52,False
14,2014-03-15,0.68,False
15,2014-03-16,1.04,False
16,2014-03-17,3.72,False
17,2014-03-18,1.16,False
18,2014-03-19,1.96,False
19,2014-03-20,3.0,False
20,2014-03-21,2.48,False
21,2014-03-22,1.4000000000000001,False
22,2014-03-23,0.68,False
23,2014-03-24,1.72,False
24,2014-03-25,1.52,False
25,2014-03-26,2.32,False
26,2014-03-27,2.2,False
27,2014-03-28,3.08,False
28,2014-03-29,2.08,False
29,2014-03-30,1.36,False
30,2014-03-31,3.48,False
0,2014-04-01,3.43,False
1,2014-04-02,4.2700000000000005,False
2,2014-04-03,3.8500000000000005,False
3,2014-04-04,7.000000000000001,False
4,2014-04-05,3.43,False
5,2014-04-06,0.9100000000000001,False
6,2014-04-07,3.43,False
7,2014-04-08,3.22,False
8,2014-04-09,2.87,False
9,2014-04-10,3.3600000000000003,False
10,2014-04-11,2.45,False
11,2014-04-12,1.4000000000000001,False
12,2014-04-13,1.4000000000000001,False
13,2014-04-14,3.7100000000000004,False
14,2014-04-15,2.5200000000000005,False
15,2014-04-16,2.8000000000000003,False
16,2014-04-17,3.9200000000000004,False
17,2014-04-18,2.45,False
18,2014-04-19,0.7000000000000001,False
19,2014-04-20,2.24,False
20,2014-04-21,3.9200000000000004,False
21,2014-04-22,4.550000000000001,False
22,2014-04-23,4.0600000000000005,False
23,2014-04-24,4.2700000000000005,False
24,2014-04-25,0.9100000000000001,False
25,2014-04-26,2.5200000000000005,False
26,2014-04-27,2.0300000000000002,False
27,2014-04-28,1.8900000000000001,False
28,2014-04-29,3.7800000000000002,False
29,2014-04-30,2.1700000000000004,False
0,2014-05-01,4.9799999999999995,False
1,2014-05-02,4.08,False
2,2014-05-03,1.7999999999999998,False
3,2014-05-04,1.74,False
4,2014-05-05,3.54,False
5,2014-05-06,3.96,False
6,2014-05-07,3.6599999999999997,False
7,2014-05-08,5.22,False
8,2014-05-09,6.0,False
9,2014-05-10,1.5,False
10,2014-05-11,1.74,False
11,2014-05-12,3.6599999999999997,False
12,2014-05-13,4.62,False
13,2014-05-14,3.0,False
14,2014-05-15,4.5,False
15,2014-05-16,2.82,False
16,2014-05-17,0.8999999999999999,False
