,date,CTSH stock,isPartial
18,2012-10-19,0.0,False
19,2012-10-20,0.0,False
20,2012-10-21,0.0,False
21,2012-10-22,0.96,False
22,2012-10-23,0.96,False
23,2012-10-24,0.0,False
24,2012-10-25,1.0,False
25,2012-10-26,0.0,False
26,2012-10-27,0.0,False
27,2012-10-28,0.0,False
28,2012-10-29,0.0,False
29,2012-10-30,0.0,False
30,2012-10-31,0.0,False
0,2012-11-01,2.2,False
1,2012-11-02,0.0,False
2,2012-11-03,0.0,False
3,2012-11-04,0.0,False
4,2012-11-05,0.0,False
5,2012-11-06,0.0,False
6,2012-11-07,4.0,False
7,2012-11-08,0.0,False
8,2012-11-09,2.16,False
9,2012-11-10,0.0,False
10,2012-11-11,0.0,False
11,2012-11-12,2.04,False
12,2012-11-13,0.0,False
13,2012-11-14,2.08,False
14,2012-11-15,0.0,False
15,2012-11-16,2.12,False
16,2012-11-17,0.0,False
17,2012-11-18,0.0,False
18,2012-11-19,0.0,False
19,2012-11-20,0.0,False
20,2012-11-21,0.0,False
21,2012-11-22,2.12,False
22,2012-11-23,0.0,False
23,2012-11-24,0.0,False
24,2012-11-25,0.0,False
25,2012-11-26,0.0,False
26,2012-11-27,0.0,False
27,2012-11-28,0.0,False
28,2012-11-29,0.0,False
29,2012-11-30,2.12,False
0,2012-12-01,0.0,False
1,2012-12-02,0.0,False
2,2012-12-03,0.0,False
3,2012-12-04,1.98,False
4,2012-12-05,0.0,False
5,2012-12-06,0.0,False
6,2012-12-07,2.1,False
7,2012-12-08,0.0,False
8,2012-12-09,0.0,False
9,2012-12-10,1.92,False
10,2012-12-11,1.98,False
11,2012-12-12,0.0,False
12,2012-12-13,0.0,False
13,2012-12-14,0.0,False
14,2012-12-15,0.0,False
15,2012-12-16,2.34,False
16,2012-12-17,0.0,False
17,2012-12-18,6.0,False
18,2012-12-19,0.0,False
19,2012-12-20,0.0,False
20,2012-12-21,0.0,False
21,2012-12-22,0.0,False
22,2012-12-23,0.0,False
23,2012-12-24,0.0,False
24,2012-12-25,0.0,False
25,2012-12-26,2.28,False
26,2012-12-27,0.0,False
27,2012-12-28,2.16,False
28,2012-12-29,0.0,False
29,2012-12-30,0.0,False
30,2012-12-31,4.859999999999999,False
0,2013-01-01,0.0,False
1,2013-01-02,2.82,False
2,2013-01-03,2.76,False
3,2013-01-04,2.82,False
4,2013-01-05,3.1799999999999997,False
5,2013-01-06,0.0,False
6,2013-01-07,5.279999999999999,False
7,2013-01-08,5.279999999999999,False
8,2013-01-09,2.6399999999999997,False
9,2013-01-10,5.279999999999999,False
10,2013-01-11,4.56,False
11,2013-01-12,3.12,False
12,2013-01-13,3.06,False
13,2013-01-14,2.58,False
14,2013-01-15,2.58,False
15,2013-01-16,2.58,False
16,2013-01-17,5.16,False
17,2013-01-18,2.6399999999999997,False
18,2013-01-19,0.0,False
19,2013-01-20,6.0,False
20,2013-01-21,0.0,False
21,2013-01-22,5.1,False
22,2013-01-23,0.0,False
23,2013-01-24,2.6399999999999997,False
24,2013-01-25,2.6999999999999997,False
25,2013-01-26,3.06,False
26,2013-01-27,3.0,False
27,2013-01-28,2.52,False
28,2013-01-29,3.84,False
29,2013-01-30,0.0,False
30,2013-01-31,0.0,False
0,2013-02-01,1.75,False
1,2013-02-02,0.0,False
2,2013-02-03,0.0,False
3,2013-02-04,0.0,False
4,2013-02-05,5.0,False
5,2013-02-06,1.6500000000000001,False
6,2013-02-07,1.7000000000000002,False
7,2013-02-08,1.75,False
8,2013-02-09,0.0,False
9,2013-02-10,0.0,False
10,2013-02-11,0.0,False
11,2013-02-12,2.6,False
12,2013-02-13,0.0,False
13,2013-02-14,1.7000000000000002,False
14,2013-02-15,0.0,False
15,2013-02-16,2.0,False
16,2013-02-17,1.9500000000000002,False
17,2013-02-18,0.0,False
18,2013-02-19,1.6500000000000001,False
19,2013-02-20,1.6500000000000001,False
20,2013-02-21,0.0,False
21,2013-02-22,1.75,False
22,2013-02-23,1.9500000000000002,False
23,2013-02-24,0.0,False
24,2013-02-25,3.25,False
25,2013-02-26,0.0,False
26,2013-02-27,0.0,False
27,2013-02-28,1.6500000000000001,False
0,2013-03-01,2.6999999999999997,False
1,2013-03-02,0.0,False
2,2013-03-03,0.0,False
3,2013-03-04,2.58,False
4,2013-03-05,5.1,False
5,2013-03-06,5.1,False
6,2013-03-07,2.58,False
7,2013-03-08,0.0,False
8,2013-03-09,3.0,False
9,2013-03-10,0.0,False
10,2013-03-11,2.52,False
11,2013-03-12,2.46,False
12,2013-03-13,2.46,False
13,2013-03-14,0.0,False
14,2013-03-15,3.54,False
15,2013-03-16,6.0,False
16,2013-03-17,0.0,False
17,2013-03-18,4.9799999999999995,False
18,2013-03-19,2.46,False
19,2013-03-20,3.36,False
20,2013-03-21,2.58,False
21,2013-03-22,0.0,False
22,2013-03-23,0.0,False
23,2013-03-24,0.0,False
24,2013-03-25,2.46,False
25,2013-03-26,2.58,False
26,2013-03-27,3.9,False
27,2013-03-28,2.6999999999999997,False
28,2013-03-29,0.0,False
29,2013-03-30,0.0,False
30,2013-03-31,0.0,False
0,2013-04-01,1.35,False
1,2013-04-02,1.25,False
2,2013-04-03,1.25,False
3,2013-04-04,0.0,False
4,2013-04-05,0.0,False
5,2013-04-06,0.0,False
6,2013-04-07,0.0,False
7,2013-04-08,0.0,False
8,2013-04-09,0.0,False
9,2013-04-10,0.0,False
10,2013-04-11,1.25,False
11,2013-04-12,1.35,False
12,2013-04-13,0.0,False
13,2013-04-14,0.0,False
14,2013-04-15,0.0,False
15,2013-04-16,1.85,False
16,2013-04-17,1.25,False
17,2013-04-18,0.0,False
18,2013-04-19,0.0,False
19,2013-04-20,0.0,False
20,2013-04-21,0.0,False
21,2013-04-22,1.25,False
22,2013-04-23,1.25,False
23,2013-04-24,1.25,False
24,2013-04-25,0.0,False
25,2013-04-26,1.35,False
26,2013-04-27,1.5,False
27,2013-04-28,0.0,False
28,2013-04-29,5.0,False
29,2013-04-30,1.3,False
0,2013-05-01,4.16,False
1,2013-05-02,5.84,False
2,2013-05-03,4.08,False
3,2013-05-04,4.5600000000000005,False
4,2013-05-05,0.0,False
5,2013-05-06,3.84,False
6,2013-05-07,3.7600000000000002,False
7,2013-05-08,3.84,False
8,2013-05-09,5.92,False
9,2013-05-10,6.08,False
10,2013-05-11,0.0,False
11,2013-05-12,4.5600000000000005,False
12,2013-05-13,3.7600000000000002,False
13,2013-05-14,6.24,False
14,2013-05-15,3.7600000000000002,False
15,2013-05-16,3.7600000000000002,False
16,2013-05-17,8.0,False
17,2013-05-18,4.5600000000000005,False
18,2013-05-19,0.0,False
19,2013-05-20,0.0,False
20,2013-05-21,7.44,False
21,2013-05-22,0.0,False
22,2013-05-23,7.5200000000000005,False
23,2013-05-24,3.92,False
24,2013-05-25,4.5600000000000005,False
25,2013-05-26,0.0,False
26,2013-05-27,7.76,False
27,2013-05-28,3.68,False
28,2013-05-29,3.68,False
29,2013-05-30,3.84,False
30,2013-05-31,4.0,False
0,2013-06-01,2.8000000000000003,False
1,2013-06-02,0.0,False
2,2013-06-03,3.3600000000000003,False
3,2013-06-04,3.43,False
4,2013-06-05,2.31,False
5,2013-06-06,2.31,False
6,2013-06-07,2.3800000000000003,False
7,2013-06-08,0.0,False
8,2013-06-09,4.130000000000001,False
9,2013-06-10,2.24,False
10,2013-06-11,2.24,False
11,2013-06-12,2.31,False
12,2013-06-13,2.31,False
13,2013-06-14,0.0,False
14,2013-06-15,0.0,False
15,2013-06-16,0.0,False
16,2013-06-17,0.0,False
17,2013-06-18,2.31,False
18,2013-06-19,2.31,False
19,2013-06-20,4.760000000000001,False
20,2013-06-21,2.45,False
21,2013-06-22,0.0,False
22,2013-06-23,0.0,False
23,2013-06-24,4.550000000000001,False
24,2013-06-25,4.550000000000001,False
25,2013-06-26,4.62,False
26,2013-06-27,7.000000000000001,False
27,2013-06-28,2.45,False
28,2013-06-29,2.87,False
29,2013-06-30,0.0,False
0,2013-07-01,4.4,False
1,2013-07-02,0.0,False
2,2013-07-03,0.0,False
3,2013-07-04,4.73,False
4,2013-07-05,4.84,False
5,2013-07-06,0.0,False
6,2013-07-07,5.5,False
7,2013-07-08,5.94,False
8,2013-07-09,4.4,False
9,2013-07-10,4.51,False
10,2013-07-11,4.51,False
11,2013-07-12,7.04,False
12,2013-07-13,5.5,False
13,2013-07-14,0.0,False
14,2013-07-15,4.51,False
15,2013-07-16,10.45,False
16,2013-07-17,4.51,False
17,2013-07-18,4.62,False
18,2013-07-19,6.2700000000000005,False
19,2013-07-20,5.5,False
20,2013-07-21,5.5,False
21,2013-07-22,6.71,False
22,2013-07-23,8.8,False
23,2013-07-24,8.91,False
24,2013-07-25,4.51,False
25,2013-07-26,9.35,False
26,2013-07-27,11.0,False
27,2013-07-28,5.39,False
28,2013-07-29,4.4,False
29,2013-07-30,0.0,False
30,2013-07-31,4.51,False
0,2013-08-01,12.32,False
1,2013-08-02,4.340000000000001,False
2,2013-08-03,5.040000000000001,False
3,2013-08-04,0.0,False
4,2013-08-05,0.0,False
5,2013-08-06,10.22,False
6,2013-08-07,6.86,False
7,2013-08-08,12.600000000000001,False
8,2013-08-09,6.44,False
9,2013-08-10,5.040000000000001,False
10,2013-08-11,4.9,False
11,2013-08-12,0.0,False
12,2013-08-13,14.000000000000002,False
13,2013-08-14,4.0600000000000005,False
14,2013-08-15,4.340000000000001,False
15,2013-08-16,6.44,False
16,2013-08-17,4.9,False
17,2013-08-18,0.0,False
18,2013-08-19,4.0600000000000005,False
19,2013-08-20,0.0,False
20,2013-08-21,4.0600000000000005,False
21,2013-08-22,4.0600000000000005,False
22,2013-08-23,6.300000000000001,False
23,2013-08-24,0.0,False
24,2013-08-25,0.0,False
25,2013-08-26,5.880000000000001,False
26,2013-08-27,0.0,False
27,2013-08-28,7.700000000000001,False
28,2013-08-29,5.880000000000001,False
29,2013-08-30,4.0600000000000005,False
30,2013-08-31,0.0,False
0,2013-09-01,4.1000000000000005,False
1,2013-09-02,0.0,False
2,2013-09-03,5.0,False
3,2013-09-04,3.4000000000000004,False
4,2013-09-05,3.4000000000000004,False
5,2013-09-06,7.1000000000000005,False
6,2013-09-07,4.1000000000000005,False
7,2013-09-08,0.0,False
8,2013-09-09,3.3000000000000003,False
9,2013-09-10,3.3000000000000003,False
10,2013-09-11,4.4,False
11,2013-09-12,3.4000000000000004,False
12,2013-09-13,3.5,False
13,2013-09-14,0.0,False
14,2013-09-15,0.0,False
15,2013-09-16,3.3000000000000003,False
16,2013-09-17,3.3000000000000003,False
17,2013-09-18,10.0,False
18,2013-09-19,3.4000000000000004,False
19,2013-09-20,3.5,False
20,2013-09-21,0.0,False
21,2013-09-22,0.0,False
22,2013-09-23,6.7,False
23,2013-09-24,3.3000000000000003,False
24,2013-09-25,3.4000000000000004,False
25,2013-09-26,3.4000000000000004,False
26,2013-09-27,3.5,False
27,2013-09-28,0.0,False
28,2013-09-29,3.9000000000000004,False
29,2013-09-30,3.3000000000000003,False
0,2013-10-01,0.0,False
1,2013-10-02,2.31,False
2,2013-10-03,3.5000000000000004,False
3,2013-10-04,2.3800000000000003,False
4,2013-10-05,0.0,False
5,2013-10-06,0.0,False
6,2013-10-07,2.31,False
7,2013-10-08,0.0,False
8,2013-10-09,2.31,False
9,2013-10-10,7.000000000000001,False
10,2013-10-11,2.45,False
11,2013-10-12,4.2,False
12,2013-10-13,0.0,False
13,2013-10-14,0.0,False
14,2013-10-15,4.62,False
15,2013-10-16,2.31,False
16,2013-10-17,2.31,False
17,2013-10-18,2.3800000000000003,False
18,2013-10-19,0.0,False
19,2013-10-20,2.66,False
20,2013-10-21,0.0,False
21,2013-10-22,4.48,False
22,2013-10-23,4.550000000000001,False
23,2013-10-24,2.31,False
24,2013-10-25,0.0,False
25,2013-10-26,0.0,False
26,2013-10-27,5.250000000000001,False
27,2013-10-28,2.24,False
28,2013-10-29,3.3600000000000003,False
29,2013-10-30,2.31,False
30,2013-10-31,3.5000000000000004,False
0,2013-11-01,4.5,False
1,2013-11-02,0.0,False
2,2013-11-03,0.0,False
3,2013-11-04,6.1499999999999995,False
4,2013-11-05,8.25,False
5,2013-11-06,6.3,False
6,2013-11-07,7.05,False
7,2013-11-08,6.6,False
8,2013-11-09,0.0,False
9,2013-11-10,0.0,False
10,2013-11-11,4.2,False
11,2013-11-12,8.25,False
12,2013-11-13,8.25,False
13,2013-11-14,6.3,False
14,2013-11-15,7.35,False
15,2013-11-16,6.6,False
16,2013-11-17,4.8,False
17,2013-11-18,6.1499999999999995,False
18,2013-11-19,10.2,False
19,2013-11-20,6.1499999999999995,False
20,2013-11-21,6.8999999999999995,False
21,2013-11-22,15.0,False
22,2013-11-23,4.8,False
23,2013-11-24,0.0,False
24,2013-11-25,5.3999999999999995,False
25,2013-11-26,6.0,False
26,2013-11-27,5.55,False
27,2013-11-28,4.35,False
28,2013-11-29,13.35,False
29,2013-11-30,0.0,False
0,2013-12-01,5.3999999999999995,False
1,2013-12-02,9.6,False
2,2013-12-03,4.8,False
3,2013-12-04,9.719999999999999,False
4,2013-12-05,7.319999999999999,False
5,2013-12-06,0.0,False
6,2013-12-07,5.88,False
7,2013-12-08,0.0,False
8,2013-12-09,9.719999999999999,False
9,2013-12-10,0.0,False
10,2013-12-11,4.92,False
11,2013-12-12,0.0,False
12,2013-12-13,5.279999999999999,False
13,2013-12-14,0.0,False
14,2013-12-15,0.0,False
15,2013-12-16,9.84,False
16,2013-12-17,5.04,False
17,2013-12-18,5.04,False
18,2013-12-19,10.44,False
19,2013-12-20,5.52,False
20,2013-12-21,6.12,False
21,2013-12-22,0.0,False
22,2013-12-23,8.28,False
23,2013-12-24,6.0,False
24,2013-12-25,0.0,False
25,2013-12-26,11.28,False
26,2013-12-27,8.16,False
27,2013-12-28,6.0,False
28,2013-12-29,6.0,False
29,2013-12-30,8.04,False
30,2013-12-31,12.0,False
0,2014-01-01,11.83,False
1,2014-01-02,13.0,False
2,2014-01-03,4.8100000000000005,False
3,2014-01-04,0.0,False
4,2014-01-05,3.5100000000000002,False
5,2014-01-06,4.68,False
6,2014-01-07,4.55,False
7,2014-01-08,2.99,False
8,2014-01-09,6.11,False
9,2014-01-10,4.68,False
10,2014-01-11,3.5100000000000002,False
11,2014-01-12,0.0,False
12,2014-01-13,4.42,False
13,2014-01-14,2.99,False
14,2014-01-15,4.94,False
15,2014-01-16,5.98,False
16,2014-01-17,4.68,False
17,2014-01-18,7.0200000000000005,False
18,2014-01-19,3.5100000000000002,False
19,2014-01-20,0.0,False
20,2014-01-21,2.99,False
21,2014-01-22,4.42,False
22,2014-01-23,5.8500000000000005,False
23,2014-01-24,9.23,False
24,2014-01-25,0.0,False
25,2014-01-26,0.0,False
26,2014-01-27,5.8500000000000005,False
27,2014-01-28,4.29,False
28,2014-01-29,2.99,False
29,2014-01-30,4.03,False
30,2014-01-31,4.68,False
0,2014-02-01,0.0,False
1,2014-02-02,7.2,False
2,2014-02-03,9.4,False
3,2014-02-04,6.2,False
4,2014-02-05,20.0,False
5,2014-02-06,11.600000000000001,False
6,2014-02-07,3.6,False
7,2014-02-08,3.6,False
8,2014-02-09,5.4,False
9,2014-02-10,9.200000000000001,False
10,2014-02-11,6.2,False
11,2014-02-12,6.2,False
12,2014-02-13,4.800000000000001,False
13,2014-02-14,5.6000000000000005,False
14,2014-02-15,0.0,False
15,2014-02-16,0.0,False
16,2014-02-17,6.2,False
17,2014-02-18,7.800000000000001,False
18,2014-02-19,3.2,False
19,2014-02-20,6.4,False
20,2014-02-21,9.8,False
21,2014-02-22,3.8000000000000003,False
22,2014-02-23,0.0,False
23,2014-02-24,10.4,False
24,2014-02-25,7.2,False
25,2014-02-26,5.2,False
26,2014-02-27,5.2,False
27,2014-02-28,8.200000000000001,False
0,2014-03-01,4.41,False
1,2014-03-02,4.2,False
2,2014-03-03,4.83,False
3,2014-03-04,7.56,False
4,2014-03-05,11.129999999999999,False
5,2014-03-06,9.24,False
6,2014-03-07,7.77,False
7,2014-03-08,10.08,False
8,2014-03-09,0.0,False
9,2014-03-10,21.0,False
10,2014-03-11,15.959999999999999,False
11,2014-03-12,12.18,False
12,2014-03-13,9.24,False
13,2014-03-14,9.03,False
14,2014-03-15,0.0,False
15,2014-03-16,4.2,False
16,2014-03-17,9.87,False
17,2014-03-18,3.57,False
18,2014-03-19,4.83,False
19,2014-03-20,3.78,False
20,2014-03-21,3.78,False
21,2014-03-22,0.0,False
22,2014-03-23,0.0,False
23,2014-03-24,7.35,False
24,2014-03-25,7.14,False
25,2014-03-26,5.46,False
26,2014-03-27,11.129999999999999,False
27,2014-03-28,3.78,False
28,2014-03-29,8.82,False
29,2014-03-30,8.61,False
30,2014-03-31,6.09,False
0,2014-04-01,4.8,False
