,date,EBAY stock,isPartial
11,2013-05-12,43.66,False
12,2013-05-13,51.33,False
13,2013-05-14,54.87,False
14,2013-05-15,46.019999999999996,False
15,2013-05-16,50.15,False
16,2013-05-17,50.15,False
17,2013-05-18,41.89,False
18,2013-05-19,45.43,False
19,2013-05-20,55.459999999999994,False
20,2013-05-21,49.559999999999995,False
21,2013-05-22,44.839999999999996,False
22,2013-05-23,43.66,False
23,2013-05-24,43.07,False
24,2013-05-25,40.12,False
25,2013-05-26,23.599999999999998,False
26,2013-05-27,40.12,False
27,2013-05-28,43.66,False
28,2013-05-29,51.919999999999995,False
29,2013-05-30,51.919999999999995,False
30,2013-05-31,45.43,False
0,2013-06-01,31.720000000000002,False
1,2013-06-02,25.48,False
2,2013-06-03,42.120000000000005,False
3,2013-06-04,34.84,False
4,2013-06-05,37.44,False
5,2013-06-06,39.52,False
6,2013-06-07,43.160000000000004,False
7,2013-06-08,35.36,False
8,2013-06-09,28.6,False
9,2013-06-10,36.92,False
10,2013-06-11,41.08,False
11,2013-06-12,34.84,False
12,2013-06-13,37.44,False
13,2013-06-14,44.72,False
14,2013-06-15,27.04,False
15,2013-06-16,30.68,False
16,2013-06-17,47.32,False
17,2013-06-18,39.52,False
18,2013-06-19,34.84,False
19,2013-06-20,33.800000000000004,False
20,2013-06-21,36.92,False
21,2013-06-22,28.080000000000002,False
22,2013-06-23,34.32,False
23,2013-06-24,35.36,False
24,2013-06-25,32.76,False
25,2013-06-26,52.0,False
26,2013-06-27,46.800000000000004,False
27,2013-06-28,40.04,False
28,2013-06-29,17.16,False
29,2013-06-30,26.0,False
0,2013-07-01,27.36,False
1,2013-07-02,38.19,False
2,2013-07-03,33.629999999999995,False
3,2013-07-04,29.069999999999997,False
4,2013-07-05,29.639999999999997,False
5,2013-07-06,27.36,False
6,2013-07-07,29.639999999999997,False
7,2013-07-08,43.88999999999999,False
8,2013-07-09,33.059999999999995,False
9,2013-07-10,27.36,False
10,2013-07-11,38.19,False
11,2013-07-12,27.36,False
12,2013-07-13,26.22,False
13,2013-07-14,30.779999999999998,False
14,2013-07-15,38.76,False
15,2013-07-16,41.61,False
16,2013-07-17,47.879999999999995,False
17,2013-07-18,56.99999999999999,False
18,2013-07-19,49.019999999999996,False
19,2013-07-20,35.339999999999996,False
20,2013-07-21,27.36,False
21,2013-07-22,38.76,False
22,2013-07-23,33.629999999999995,False
23,2013-07-24,46.739999999999995,False
24,2013-07-25,48.449999999999996,False
25,2013-07-26,33.629999999999995,False
26,2013-07-27,36.48,False
27,2013-07-28,33.629999999999995,False
28,2013-07-29,44.459999999999994,False
29,2013-07-30,38.76,False
30,2013-07-31,33.629999999999995,False
0,2013-08-01,48.449999999999996,False
1,2013-08-02,48.449999999999996,False
2,2013-08-03,45.029999999999994,False
3,2013-08-04,42.74999999999999,False
4,2013-08-05,43.88999999999999,False
5,2013-08-06,47.309999999999995,False
6,2013-08-07,42.18,False
7,2013-08-08,42.18,False
8,2013-08-09,56.99999999999999,False
9,2013-08-10,35.339999999999996,False
10,2013-08-11,40.47,False
11,2013-08-12,42.18,False
12,2013-08-13,42.18,False
13,2013-08-14,49.019999999999996,False
14,2013-08-15,37.62,False
15,2013-08-16,45.029999999999994,False
16,2013-08-17,39.33,False
17,2013-08-18,43.31999999999999,False
18,2013-08-19,38.19,False
19,2013-08-20,46.169999999999995,False
20,2013-08-21,45.029999999999994,False
21,2013-08-22,36.48,False
22,2013-08-23,49.589999999999996,False
23,2013-08-24,23.939999999999998,False
24,2013-08-25,38.19,False
25,2013-08-26,50.16,False
26,2013-08-27,37.62,False
27,2013-08-28,42.74999999999999,False
28,2013-08-29,40.47,False
29,2013-08-30,37.05,False
30,2013-08-31,28.499999999999996,False
0,2013-09-01,28.6,False
1,2013-09-02,35.75,False
2,2013-09-03,53.35,False
3,2013-09-04,34.650000000000006,False
4,2013-09-05,34.650000000000006,False
5,2013-09-06,42.900000000000006,False
6,2013-09-07,35.2,False
7,2013-09-08,34.1,False
8,2013-09-09,37.400000000000006,False
9,2013-09-10,55.00000000000001,False
10,2013-09-11,41.25,False
11,2013-09-12,42.35,False
12,2013-09-13,50.6,False
13,2013-09-14,26.950000000000003,False
14,2013-09-15,21.450000000000003,False
15,2013-09-16,50.050000000000004,False
16,2013-09-17,44.0,False
17,2013-09-18,41.800000000000004,False
18,2013-09-19,47.85,False
19,2013-09-20,42.35,False
20,2013-09-21,29.150000000000002,False
21,2013-09-22,33.0,False
22,2013-09-23,37.400000000000006,False
23,2013-09-24,35.75,False
24,2013-09-25,47.300000000000004,False
25,2013-09-26,48.400000000000006,False
26,2013-09-27,35.75,False
27,2013-09-28,32.45,False
28,2013-09-29,30.250000000000004,False
29,2013-09-30,42.35,False
0,2013-10-01,49.77,False
1,2013-10-02,49.77,False
2,2013-10-03,58.59,False
3,2013-10-04,44.73,False
4,2013-10-05,32.76,False
5,2013-10-06,32.13,False
6,2013-10-07,43.47,False
7,2013-10-08,49.77,False
8,2013-10-09,52.92,False
9,2013-10-10,48.51,False
10,2013-10-11,56.07,False
11,2013-10-12,39.06,False
12,2013-10-13,47.88,False
13,2013-10-14,45.99,False
14,2013-10-15,58.59,False
15,2013-10-16,61.74,False
16,2013-10-17,63.0,False
17,2013-10-18,59.85,False
18,2013-10-19,37.8,False
19,2013-10-20,39.06,False
20,2013-10-21,61.74,False
21,2013-10-22,52.92,False
22,2013-10-23,55.44,False
23,2013-10-24,59.22,False
24,2013-10-25,52.29,False
25,2013-10-26,39.06,False
26,2013-10-27,46.62,False
27,2013-10-28,40.32,False
28,2013-10-29,54.18,False
29,2013-10-30,55.44,False
30,2013-10-31,37.17,False
0,2013-11-01,56.440000000000005,False
1,2013-11-02,24.48,False
2,2013-11-03,29.240000000000002,False
3,2013-11-04,31.28,False
4,2013-11-05,44.2,False
5,2013-11-06,44.88,False
6,2013-11-07,53.720000000000006,False
7,2013-11-08,54.400000000000006,False
8,2013-11-09,32.64,False
9,2013-11-10,33.32,False
10,2013-11-11,38.080000000000005,False
11,2013-11-12,39.440000000000005,False
12,2013-11-13,39.440000000000005,False
13,2013-11-14,44.88,False
14,2013-11-15,48.28,False
15,2013-11-16,37.400000000000006,False
16,2013-11-17,29.92,False
17,2013-11-18,34.68,False
18,2013-11-19,51.68000000000001,False
19,2013-11-20,57.800000000000004,False
20,2013-11-21,47.6,False
21,2013-11-22,42.84,False
22,2013-11-23,35.36,False
23,2013-11-24,41.480000000000004,False
24,2013-11-25,42.160000000000004,False
25,2013-11-26,68.0,False
26,2013-11-27,53.720000000000006,False
27,2013-11-28,39.440000000000005,False
28,2013-11-29,48.28,False
29,2013-11-30,48.96,False
0,2013-12-01,49.5,False
1,2013-12-02,68.25,False
2,2013-12-03,55.5,False
3,2013-12-04,75.0,False
4,2013-12-05,72.0,False
5,2013-12-06,54.0,False
6,2013-12-07,58.5,False
