,date,HAS stock,isPartial
14,2014-03-15,28.419999999999998,False
15,2014-03-16,30.38,False
16,2014-03-17,38.22,False
17,2014-03-18,49.0,False
18,2014-03-19,28.91,False
19,2014-03-20,38.22,False
20,2014-03-21,38.22,False
21,2014-03-22,28.419999999999998,False
22,2014-03-23,29.4,False
23,2014-03-24,36.75,False
24,2014-03-25,47.53,False
25,2014-03-26,35.28,False
26,2014-03-27,40.18,False
27,2014-03-28,33.81,False
28,2014-03-29,28.419999999999998,False
29,2014-03-30,31.36,False
30,2014-03-31,42.63,False
0,2014-04-01,35.36,False
1,2014-04-02,34.32,False
2,2014-04-03,35.88,False
3,2014-04-04,40.04,False
4,2014-04-05,29.12,False
5,2014-04-06,29.12,False
6,2014-04-07,49.92,False
7,2014-04-08,49.4,False
8,2014-04-09,31.200000000000003,False
9,2014-04-10,41.6,False
10,2014-04-11,32.76,False
11,2014-04-12,23.400000000000002,False
12,2014-04-13,47.84,False
13,2014-04-14,33.28,False
14,2014-04-15,38.480000000000004,False
15,2014-04-16,43.68,False
16,2014-04-17,29.12,False
17,2014-04-18,24.44,False
18,2014-04-19,41.08,False
19,2014-04-20,30.68,False
20,2014-04-21,52.0,False
21,2014-04-22,47.84,False
22,2014-04-23,31.200000000000003,False
23,2014-04-24,45.24,False
24,2014-04-25,35.88,False
25,2014-04-26,23.92,False
26,2014-04-27,24.44,False
27,2014-04-28,32.76,False
28,2014-04-29,52.0,False
29,2014-04-30,47.84,False
0,2014-05-01,41.0,False
1,2014-05-02,30.34,False
2,2014-05-03,19.68,False
3,2014-05-04,23.369999999999997,False
4,2014-05-05,40.589999999999996,False
5,2014-05-06,25.419999999999998,False
6,2014-05-07,23.779999999999998,False
7,2014-05-08,31.979999999999997,False
8,2014-05-09,29.52,False
9,2014-05-10,19.68,False
10,2014-05-11,20.09,False
11,2014-05-12,32.8,False
12,2014-05-13,25.83,False
13,2014-05-14,26.24,False
14,2014-05-15,27.47,False
15,2014-05-16,29.93,False
16,2014-05-17,21.73,False
17,2014-05-18,15.989999999999998,False
18,2014-05-19,26.24,False
19,2014-05-20,31.159999999999997,False
20,2014-05-21,24.189999999999998,False
21,2014-05-22,24.599999999999998,False
22,2014-05-23,23.779999999999998,False
23,2014-05-24,25.419999999999998,False
24,2014-05-25,24.189999999999998,False
25,2014-05-26,21.32,False
26,2014-05-27,29.11,False
27,2014-05-28,23.369999999999997,False
28,2014-05-29,27.88,False
29,2014-05-30,22.139999999999997,False
