,date,BA stock,isPartial
0,2013-08-01,3.2,False
1,2013-08-02,2.68,False
2,2013-08-03,2.04,False
3,2013-08-04,1.16,False
4,2013-08-05,2.12,False
5,2013-08-06,2.52,False
6,2013-08-07,2.32,False
7,2013-08-08,2.16,False
8,2013-08-09,2.24,False
9,2013-08-10,0.76,False
10,2013-08-11,0.76,False
11,2013-08-12,2.08,False
12,2013-08-13,2.72,False
13,2013-08-14,1.48,False
14,2013-08-15,4.0,False
15,2013-08-16,2.24,False
16,2013-08-17,1.52,False
17,2013-08-18,0.76,False
18,2013-08-19,1.68,False
19,2013-08-20,2.04,False
20,2013-08-21,1.84,False
21,2013-08-22,2.32,False
22,2013-08-23,2.6,False
23,2013-08-24,1.0,False
24,2013-08-25,0.72,False
25,2013-08-26,2.6,False
26,2013-08-27,2.0,False
27,2013-08-28,1.6,False
28,2013-08-29,2.44,False
29,2013-08-30,2.32,False
30,2013-08-31,1.12,False
0,2013-09-01,2.52,False
1,2013-09-02,0.92,False
2,2013-09-03,0.8,False
3,2013-09-04,2.44,False
4,2013-09-05,1.24,False
5,2013-09-06,1.92,False
6,2013-09-07,1.48,False
7,2013-09-08,0.72,False
8,2013-09-09,1.6,False
9,2013-09-10,1.56,False
10,2013-09-11,1.6,False
11,2013-09-12,3.4,False
12,2013-09-13,2.72,False
13,2013-09-14,1.92,False
14,2013-09-15,0.68,False
15,2013-09-16,3.7600000000000002,False
16,2013-09-17,3.96,False
17,2013-09-18,3.2,False
18,2013-09-19,3.0,False
19,2013-09-20,2.52,False
20,2013-09-21,1.44,False
21,2013-09-22,1.16,False
22,2013-09-23,4.0,False
23,2013-09-24,3.96,False
24,2013-09-25,2.2,False
25,2013-09-26,2.84,False
26,2013-09-27,2.52,False
27,2013-09-28,1.44,False
28,2013-09-29,0.68,False
29,2013-09-30,1.76,False
0,2013-10-01,2.35,False
1,2013-10-02,3.0,False
2,2013-10-03,1.85,False
3,2013-10-04,0.65,False
4,2013-10-05,2.85,False
5,2013-10-06,0.0,False
6,2013-10-07,1.2000000000000002,False
7,2013-10-08,2.4000000000000004,False
8,2013-10-09,1.8,False
9,2013-10-10,4.25,False
10,2013-10-11,1.9000000000000001,False
11,2013-10-12,1.1,False
12,2013-10-13,1.1,False
13,2013-10-14,2.15,False
14,2013-10-15,1.8,False
15,2013-10-16,3.0500000000000003,False
16,2013-10-17,3.4000000000000004,False
17,2013-10-18,3.8000000000000003,False
18,2013-10-19,1.4500000000000002,False
19,2013-10-20,1.4000000000000001,False
20,2013-10-21,2.6500000000000004,False
21,2013-10-22,2.35,False
22,2013-10-23,5.0,False
23,2013-10-24,4.5,False
24,2013-10-25,4.3500000000000005,False
25,2013-10-26,2.15,False
26,2013-10-27,1.4000000000000001,False
27,2013-10-28,2.9000000000000004,False
28,2013-10-29,2.95,False
29,2013-10-30,1.5,False
30,2013-10-31,4.0,False
0,2013-11-01,6.0,False
1,2013-11-02,2.4,False
2,2013-11-03,0.0,False
3,2013-11-04,2.58,False
4,2013-11-05,1.98,False
5,2013-11-06,2.88,False
6,2013-11-07,5.22,False
7,2013-11-08,4.2,False
8,2013-11-09,2.76,False
9,2013-11-10,1.02,False
10,2013-11-11,1.74,False
11,2013-11-12,3.7199999999999998,False
12,2013-11-13,1.98,False
13,2013-11-14,4.08,False
14,2013-11-15,3.36,False
15,2013-11-16,1.68,False
16,2013-11-17,1.02,False
17,2013-11-18,4.8,False
18,2013-11-19,3.36,False
19,2013-11-20,2.82,False
20,2013-11-21,4.32,False
21,2013-11-22,4.4399999999999995,False
22,2013-11-23,1.3199999999999998,False
23,2013-11-24,1.3199999999999998,False
24,2013-11-25,2.2199999999999998,False
25,2013-11-26,2.82,False
26,2013-11-27,3.42,False
27,2013-11-28,0.8999999999999999,False
28,2013-11-29,2.46,False
29,2013-11-30,2.04,False
0,2013-12-01,1.35,False
1,2013-12-02,2.6,False
2,2013-12-03,3.85,False
3,2013-12-04,2.35,False
4,2013-12-05,2.4000000000000004,False
5,2013-12-06,1.25,False
6,2013-12-07,1.8,False
7,2013-12-08,1.75,False
8,2013-12-09,5.0,False
9,2013-12-10,3.5500000000000003,False
10,2013-12-11,3.0,False
11,2013-12-12,2.8000000000000003,False
12,2013-12-13,1.6,False
13,2013-12-14,1.8,False
14,2013-12-15,1.1,False
15,2013-12-16,3.0500000000000003,False
16,2013-12-17,4.65,False
17,2013-12-18,4.05,False
18,2013-12-19,4.800000000000001,False
19,2013-12-20,3.6500000000000004,False
20,2013-12-21,1.85,False
21,2013-12-22,1.9000000000000001,False
22,2013-12-23,3.0500000000000003,False
23,2013-12-24,2.2,False
24,2013-12-25,1.6500000000000001,False
25,2013-12-26,4.8500000000000005,False
26,2013-12-27,4.7,False
27,2013-12-28,2.2,False
28,2013-12-29,0.75,False
29,2013-12-30,2.3000000000000003,False
30,2013-12-31,2.5500000000000003,False
0,2014-01-01,0.78,False
1,2014-01-02,3.2399999999999998,False
2,2014-01-03,3.1799999999999997,False
3,2014-01-04,1.38,False
4,2014-01-05,2.1,False
5,2014-01-06,2.88,False
6,2014-01-07,3.78,False
7,2014-01-08,3.42,False
8,2014-01-09,4.2,False
9,2014-01-10,4.14,False
10,2014-01-11,1.08,False
11,2014-01-12,1.14,False
12,2014-01-13,2.34,False
13,2014-01-14,2.16,False
14,2014-01-15,5.7,False
15,2014-01-16,4.02,False
16,2014-01-17,2.88,False
17,2014-01-18,0.96,False
18,2014-01-19,1.38,False
19,2014-01-20,2.34,False
20,2014-01-21,4.32,False
21,2014-01-22,4.26,False
22,2014-01-23,3.54,False
23,2014-01-24,5.7,False
24,2014-01-25,1.02,False
25,2014-01-26,1.38,False
26,2014-01-27,3.48,False
27,2014-01-28,4.02,False
28,2014-01-29,5.279999999999999,False
29,2014-01-30,6.0,False
30,2014-01-31,3.9,False
0,2014-02-01,1.8599999999999999,False
1,2014-02-02,0.6,False
2,2014-02-03,5.46,False
3,2014-02-04,6.0,False
4,2014-02-05,4.4399999999999995,False
5,2014-02-06,4.32,False
6,2014-02-07,5.64,False
7,2014-02-08,3.06,False
8,2014-02-09,0.8999999999999999,False
9,2014-02-10,3.84,False
10,2014-02-11,4.38,False
11,2014-02-12,6.0,False
12,2014-02-13,2.6399999999999997,False
13,2014-02-14,5.76,False
14,2014-02-15,1.8599999999999999,False
15,2014-02-16,1.5,False
16,2014-02-17,2.34,False
17,2014-02-18,2.82,False
18,2014-02-19,2.34,False
19,2014-02-20,3.42,False
20,2014-02-21,2.46,False
21,2014-02-22,1.7999999999999998,False
22,2014-02-23,1.26,False
23,2014-02-24,2.82,False
24,2014-02-25,3.5999999999999996,False
25,2014-02-26,4.38,False
26,2014-02-27,3.12,False
27,2014-02-28,3.3,False
0,2014-03-01,1.56,False
1,2014-03-02,2.34,False
2,2014-03-03,4.02,False
