,date,AAPL stock,isPartial
15,2013-09-16,22.79,False
16,2013-09-17,22.36,False
17,2013-09-18,23.22,False
18,2013-09-19,24.08,False
19,2013-09-20,22.79,False
20,2013-09-21,5.59,False
21,2013-09-22,6.45,False
22,2013-09-23,30.96,False
23,2013-09-24,19.78,False
24,2013-09-25,17.63,False
25,2013-09-26,15.48,False
26,2013-09-27,18.49,False
27,2013-09-28,4.7299999999999995,False
28,2013-09-29,3.87,False
29,2013-09-30,13.33,False
0,2013-10-01,22.75,False
1,2013-10-02,19.95,False
2,2013-10-03,19.95,False
3,2013-10-04,19.95,False
4,2013-10-05,4.199999999999999,False
5,2013-10-06,2.8,False
6,2013-10-07,24.849999999999998,False
7,2013-10-08,17.15,False
8,2013-10-09,16.799999999999997,False
9,2013-10-10,16.45,False
10,2013-10-11,16.45,False
11,2013-10-12,3.15,False
12,2013-10-13,2.4499999999999997,False
13,2013-10-14,21.7,False
14,2013-10-15,18.2,False
15,2013-10-16,21.349999999999998,False
16,2013-10-17,23.799999999999997,False
17,2013-10-18,23.45,False
18,2013-10-19,7.699999999999999,False
19,2013-10-20,6.3,False
20,2013-10-21,18.9,False
21,2013-10-22,35.0,False
22,2013-10-23,32.55,False
23,2013-10-24,31.849999999999998,False
24,2013-10-25,22.4,False
25,2013-10-26,9.45,False
26,2013-10-27,5.25,False
27,2013-10-28,26.25,False
28,2013-10-29,34.3,False
29,2013-10-30,16.45,False
30,2013-10-31,19.95,False
0,2013-11-01,20.0,False
1,2013-11-02,9.5,False
2,2013-11-03,2.5,False
3,2013-11-04,18.25,False
4,2013-11-05,15.0,False
5,2013-11-06,15.0,False
6,2013-11-07,18.5,False
7,2013-11-08,16.0,False
8,2013-11-09,7.5,False
9,2013-11-10,4.75,False
10,2013-11-11,14.0,False
11,2013-11-12,16.75,False
12,2013-11-13,12.5,False
13,2013-11-14,18.5,False
14,2013-11-15,16.0,False
15,2013-11-16,7.5,False
16,2013-11-17,3.75,False
17,2013-11-18,19.0,False
18,2013-11-19,15.25,False
19,2013-11-20,19.0,False
20,2013-11-21,15.75,False
21,2013-11-22,17.5,False
22,2013-11-23,3.0,False
23,2013-11-24,4.25,False
24,2013-11-25,12.75,False
25,2013-11-26,17.75,False
26,2013-11-27,25.0,False
27,2013-11-28,10.0,False
28,2013-11-29,20.5,False
29,2013-11-30,6.25,False
0,2013-12-01,4.8,False
1,2013-12-02,21.76,False
2,2013-12-03,25.28,False
3,2013-12-04,24.0,False
4,2013-12-05,24.32,False
5,2013-12-06,20.8,False
6,2013-12-07,7.68,False
7,2013-12-08,5.44,False
8,2013-12-09,14.4,False
9,2013-12-10,21.12,False
10,2013-12-11,15.68,False
11,2013-12-12,13.76,False
12,2013-12-13,19.52,False
13,2013-12-14,4.8,False
14,2013-12-15,3.52,False
15,2013-12-16,10.88,False
16,2013-12-17,13.44,False
17,2013-12-18,23.04,False
18,2013-12-19,16.96,False
19,2013-12-20,21.76,False
20,2013-12-21,9.28,False
21,2013-12-22,5.44,False
22,2013-12-23,32.0,False
23,2013-12-24,24.96,False
24,2013-12-25,6.4,False
25,2013-12-26,24.32,False
26,2013-12-27,18.56,False
27,2013-12-28,8.32,False
28,2013-12-29,6.72,False
29,2013-12-30,14.72,False
30,2013-12-31,23.36,False
0,2014-01-01,4.16,False
1,2014-01-02,7.68,False
2,2014-01-03,7.36,False
3,2014-01-04,3.2,False
4,2014-01-05,1.6,False
5,2014-01-06,5.76,False
6,2014-01-07,7.04,False
7,2014-01-08,8.64,False
8,2014-01-09,7.68,False
9,2014-01-10,6.4,False
10,2014-01-11,1.6,False
11,2014-01-12,0.96,False
12,2014-01-13,6.08,False
13,2014-01-14,7.04,False
14,2014-01-15,9.92,False
15,2014-01-16,9.6,False
16,2014-01-17,9.92,False
17,2014-01-18,3.84,False
18,2014-01-19,1.28,False
19,2014-01-20,4.8,False
20,2014-01-21,9.92,False
21,2014-01-22,10.88,False
22,2014-01-23,9.6,False
23,2014-01-24,8.32,False
24,2014-01-25,2.56,False
25,2014-01-26,1.6,False
26,2014-01-27,12.48,False
27,2014-01-28,32.0,False
28,2014-01-29,19.84,False
29,2014-01-30,14.08,False
30,2014-01-31,10.56,False
0,2014-02-01,11.52,False
1,2014-02-02,4.16,False
2,2014-02-03,20.48,False
3,2014-02-04,19.84,False
4,2014-02-05,23.68,False
5,2014-02-06,20.48,False
6,2014-02-07,26.88,False
7,2014-02-08,7.68,False
8,2014-02-09,7.04,False
9,2014-02-10,25.6,False
10,2014-02-11,26.240000000000002,False
11,2014-02-12,27.2,False
12,2014-02-13,32.0,False
13,2014-02-14,25.92,False
14,2014-02-15,5.44,False
15,2014-02-16,2.24,False
16,2014-02-17,13.44,False
17,2014-02-18,19.2,False
18,2014-02-19,19.2,False
19,2014-02-20,21.76,False
20,2014-02-21,18.56,False
21,2014-02-22,5.44,False
22,2014-02-23,7.04,False
23,2014-02-24,19.52,False
24,2014-02-25,21.76,False
25,2014-02-26,27.52,False
26,2014-02-27,25.92,False
27,2014-02-28,22.400000000000002,False
0,2014-03-01,4.4,False
1,2014-03-02,3.4000000000000004,False
2,2014-03-03,20.0,False
3,2014-03-04,11.600000000000001,False
4,2014-03-05,16.0,False
5,2014-03-06,17.2,False
6,2014-03-07,13.4,False
7,2014-03-08,5.4,False
8,2014-03-09,1.4000000000000001,False
9,2014-03-10,13.600000000000001,False
10,2014-03-11,14.600000000000001,False
11,2014-03-12,11.0,False
12,2014-03-13,11.600000000000001,False
13,2014-03-14,14.4,False
14,2014-03-15,2.4000000000000004,False
15,2014-03-16,2.4000000000000004,False
16,2014-03-17,4.0,False
17,2014-03-18,11.200000000000001,False
18,2014-03-19,7.800000000000001,False
19,2014-03-20,5.4,False
20,2014-03-21,8.200000000000001,False
21,2014-03-22,4.4,False
22,2014-03-23,1.0,False
23,2014-03-24,7.6000000000000005,False
24,2014-03-25,9.200000000000001,False
25,2014-03-26,7.0,False
26,2014-03-27,9.8,False
27,2014-03-28,14.8,False
28,2014-03-29,1.4000000000000001,False
29,2014-03-30,1.0,False
30,2014-03-31,11.0,False
0,2014-04-01,3.7800000000000002,False
1,2014-04-02,5.4,False
2,2014-04-03,6.210000000000001,False
3,2014-04-04,4.32,False
4,2014-04-05,1.35,False
5,2014-04-06,1.08,False
6,2014-04-07,5.130000000000001,False
7,2014-04-08,5.67,False
8,2014-04-09,6.75,False
9,2014-04-10,5.4,False
10,2014-04-11,4.59,False
11,2014-04-12,1.35,False
12,2014-04-13,0.54,False
