,date,GOOG stock,isPartial
21,2013-12-22,10.45,False
22,2013-12-23,13.68,False
23,2013-12-24,18.43,False
24,2013-12-25,10.64,False
25,2013-12-26,14.06,False
26,2013-12-27,9.31,False
27,2013-12-28,8.55,False
28,2013-12-29,5.51,False
29,2013-12-30,14.82,False
30,2013-12-31,10.26,False
0,2014-01-01,4.48,False
1,2014-01-02,8.120000000000001,False
2,2014-01-03,5.880000000000001,False
3,2014-01-04,3.6400000000000006,False
4,2014-01-05,3.3600000000000003,False
5,2014-01-06,5.6000000000000005,False
6,2014-01-07,8.120000000000001,False
7,2014-01-08,8.680000000000001,False
8,2014-01-09,7.840000000000001,False
9,2014-01-10,7.000000000000001,False
10,2014-01-11,2.5200000000000005,False
11,2014-01-12,1.9600000000000002,False
12,2014-01-13,5.32,False
13,2014-01-14,8.680000000000001,False
14,2014-01-15,8.680000000000001,False
15,2014-01-16,9.24,False
16,2014-01-17,8.680000000000001,False
17,2014-01-18,2.24,False
18,2014-01-19,4.48,False
19,2014-01-20,2.24,False
20,2014-01-21,9.24,False
21,2014-01-22,5.6000000000000005,False
22,2014-01-23,5.32,False
23,2014-01-24,10.64,False
24,2014-01-25,5.040000000000001,False
25,2014-01-26,6.16,False
26,2014-01-27,6.720000000000001,False
27,2014-01-28,14.560000000000002,False
28,2014-01-29,11.200000000000001,False
29,2014-01-30,17.360000000000003,False
30,2014-01-31,28.000000000000004,False
0,2014-02-01,24.49,False
1,2014-02-02,11.16,False
2,2014-02-03,31.0,False
3,2014-02-04,28.83,False
4,2014-02-05,17.05,False
5,2014-02-06,18.6,False
6,2014-02-07,21.08,False
7,2014-02-08,10.23,False
8,2014-02-09,8.99,False
9,2014-02-10,16.12,False
10,2014-02-11,22.63,False
11,2014-02-12,25.419999999999998,False
12,2014-02-13,20.46,False
13,2014-02-14,22.01,False
14,2014-02-15,12.09,False
15,2014-02-16,6.2,False
16,2014-02-17,10.85,False
17,2014-02-18,17.05,False
18,2014-02-19,22.63,False
19,2014-02-20,22.63,False
20,2014-02-21,19.84,False
21,2014-02-22,6.82,False
22,2014-02-23,6.2,False
23,2014-02-24,24.18,False
24,2014-02-25,18.91,False
25,2014-02-26,21.39,False
26,2014-02-27,19.22,False
27,2014-02-28,17.669999999999998,False
0,2014-03-01,6.3,False
1,2014-03-02,5.3999999999999995,False
2,2014-03-03,12.78,False
3,2014-03-04,18.0,False
4,2014-03-05,14.399999999999999,False
5,2014-03-06,13.68,False
6,2014-03-07,14.58,False
7,2014-03-08,6.3,False
8,2014-03-09,5.3999999999999995,False
9,2014-03-10,9.54,False
10,2014-03-11,11.879999999999999,False
11,2014-03-12,14.04,False
12,2014-03-13,15.479999999999999,False
13,2014-03-14,12.78,False
14,2014-03-15,4.5,False
15,2014-03-16,3.2399999999999998,False
16,2014-03-17,6.84,False
17,2014-03-18,8.64,False
18,2014-03-19,6.84,False
19,2014-03-20,7.92,False
20,2014-03-21,5.58,False
21,2014-03-22,2.16,False
22,2014-03-23,1.7999999999999998,False
23,2014-03-24,9.54,False
24,2014-03-25,11.7,False
25,2014-03-26,8.64,False
26,2014-03-27,10.08,False
27,2014-03-28,10.62,False
28,2014-03-29,2.6999999999999997,False
29,2014-03-30,2.6999999999999997,False
30,2014-03-31,9.9,False
0,2014-04-01,7.25,False
1,2014-04-02,6.0,False
2,2014-04-03,25.0,False
3,2014-04-04,17.25,False
4,2014-04-05,5.0,False
5,2014-04-06,2.5,False
6,2014-04-07,10.5,False
7,2014-04-08,5.25,False
8,2014-04-09,7.25,False
9,2014-04-10,4.25,False
10,2014-04-11,5.0,False
11,2014-04-12,4.25,False
12,2014-04-13,3.0,False
13,2014-04-14,4.75,False
14,2014-04-15,8.25,False
15,2014-04-16,14.25,False
16,2014-04-17,19.0,False
17,2014-04-18,3.25,False
18,2014-04-19,1.25,False
19,2014-04-20,3.75,False
20,2014-04-21,8.25,False
21,2014-04-22,9.75,False
22,2014-04-23,6.0,False
23,2014-04-24,6.5,False
24,2014-04-25,5.5,False
25,2014-04-26,3.5,False
26,2014-04-27,0.75,False
27,2014-04-28,5.75,False
28,2014-04-29,4.0,False
29,2014-04-30,7.75,False
0,2014-05-01,12.8,False
1,2014-05-02,10.8,False
2,2014-05-03,4.0,False
3,2014-05-04,3.2,False
4,2014-05-05,11.200000000000001,False
