,date,PFE stock,isPartial
20,2014-05-21,11.200000000000001,False
21,2014-05-22,13.440000000000001,False
22,2014-05-23,18.76,False
23,2014-05-24,5.6000000000000005,False
24,2014-05-25,10.920000000000002,False
25,2014-05-26,9.24,False
26,2014-05-27,8.680000000000001,False
27,2014-05-28,11.200000000000001,False
28,2014-05-29,7.000000000000001,False
29,2014-05-30,16.520000000000003,False
30,2014-05-31,11.200000000000001,False
0,2014-06-01,5.6000000000000005,False
1,2014-06-02,9.24,False
2,2014-06-03,13.72,False
3,2014-06-04,18.48,False
4,2014-06-05,19.040000000000003,False
5,2014-06-06,24.92,False
6,2014-06-07,0.0,False
7,2014-06-08,0.0,False
8,2014-06-09,9.520000000000001,False
9,2014-06-10,4.760000000000001,False
10,2014-06-11,28.000000000000004,False
11,2014-06-12,9.520000000000001,False
12,2014-06-13,24.64,False
13,2014-06-14,0.0,False
14,2014-06-15,5.6000000000000005,False
15,2014-06-16,14.000000000000002,False
16,2014-06-17,9.24,False
17,2014-06-18,19.040000000000003,False
18,2014-06-19,14.560000000000002,False
19,2014-06-20,15.120000000000001,False
20,2014-06-21,5.880000000000001,False
21,2014-06-22,0.0,False
22,2014-06-23,14.000000000000002,False
23,2014-06-24,4.760000000000001,False
24,2014-06-25,14.000000000000002,False
25,2014-06-26,9.520000000000001,False
26,2014-06-27,15.120000000000001,False
27,2014-06-28,0.0,False
28,2014-06-29,0.0,False
29,2014-06-30,14.280000000000001,False
0,2014-07-01,27.160000000000004,False
1,2014-07-02,15.120000000000001,False
2,2014-07-03,12.88,False
3,2014-07-04,16.240000000000002,False
4,2014-07-05,0.0,False
5,2014-07-06,0.0,False
6,2014-07-07,17.360000000000003,False
7,2014-07-08,14.560000000000002,False
8,2014-07-09,19.6,False
9,2014-07-10,5.040000000000001,False
10,2014-07-11,15.680000000000001,False
11,2014-07-12,5.880000000000001,False
12,2014-07-13,5.880000000000001,False
13,2014-07-14,22.12,False
14,2014-07-15,12.32,False
15,2014-07-16,10.080000000000002,False
16,2014-07-17,28.000000000000004,False
17,2014-07-18,21.000000000000004,False
18,2014-07-19,9.24,False
19,2014-07-20,0.0,False
20,2014-07-21,12.32,False
21,2014-07-22,9.8,False
22,2014-07-23,12.600000000000001,False
23,2014-07-24,12.600000000000001,False
24,2014-07-25,15.680000000000001,False
25,2014-07-26,6.16,False
26,2014-07-27,12.040000000000001,False
27,2014-07-28,10.080000000000002,False
28,2014-07-29,22.400000000000002,False
29,2014-07-30,15.120000000000001,False
30,2014-07-31,22.680000000000003,False
0,2014-08-01,16.64,False
1,2014-08-02,3.9000000000000004,False
2,2014-08-03,0.0,False
3,2014-08-04,10.92,False
4,2014-08-05,6.24,False
5,2014-08-06,8.06,False
6,2014-08-07,9.1,False
7,2014-08-08,21.580000000000002,False
8,2014-08-09,7.54,False
9,2014-08-10,3.64,False
10,2014-08-11,9.36,False
11,2014-08-12,6.24,False
12,2014-08-13,6.24,False
13,2014-08-14,9.620000000000001,False
14,2014-08-15,8.58,False
15,2014-08-16,0.0,False
16,2014-08-17,3.64,False
17,2014-08-18,4.68,False
18,2014-08-19,6.24,False
19,2014-08-20,15.34,False
20,2014-08-21,9.36,False
21,2014-08-22,26.0,False
22,2014-08-23,3.64,False
23,2014-08-24,3.64,False
24,2014-08-25,7.54,False
25,2014-08-26,10.66,False
26,2014-08-27,12.22,False
27,2014-08-28,6.24,False
28,2014-08-29,3.12,False
29,2014-08-30,3.64,False
30,2014-08-31,0.0,False
0,2014-09-01,0.0,False
1,2014-09-02,17.6,False
2,2014-09-03,7.04,False
3,2014-09-04,21.56,False
4,2014-09-05,3.74,False
5,2014-09-06,4.18,False
6,2014-09-07,0.0,False
7,2014-09-08,7.04,False
8,2014-09-09,3.52,False
9,2014-09-10,10.56,False
10,2014-09-11,10.56,False
11,2014-09-12,3.74,False
12,2014-09-13,0.0,False
13,2014-09-14,0.0,False
14,2014-09-15,10.56,False
15,2014-09-16,14.08,False
16,2014-09-17,14.08,False
17,2014-09-18,3.52,False
18,2014-09-19,22.0,False
19,2014-09-20,4.18,False
20,2014-09-21,0.0,False
21,2014-09-22,17.16,False
22,2014-09-23,3.52,False
23,2014-09-24,7.04,False
24,2014-09-25,7.04,False
25,2014-09-26,11.22,False
26,2014-09-27,4.18,False
27,2014-09-28,4.18,False
28,2014-09-29,7.04,False
29,2014-09-30,10.34,False
0,2014-10-01,9.1,False
1,2014-10-02,14.82,False
2,2014-10-03,7.800000000000001,False
3,2014-10-04,4.42,False
4,2014-10-05,4.42,False
5,2014-10-06,10.66,False
6,2014-10-07,16.12,False
7,2014-10-08,14.3,False
8,2014-10-09,9.1,False
9,2014-10-10,0.0,False
10,2014-10-11,8.58,False
11,2014-10-12,4.16,False
12,2014-10-13,7.0200000000000005,False
13,2014-10-14,10.66,False
14,2014-10-15,15.860000000000001,False
15,2014-10-16,24.96,False
16,2014-10-17,11.18,False
17,2014-10-18,0.0,False
18,2014-10-19,4.16,False
19,2014-10-20,5.2,False
20,2014-10-21,17.42,False
21,2014-10-22,12.48,False
22,2014-10-23,12.48,False
23,2014-10-24,13.0,False
24,2014-10-25,8.58,False
25,2014-10-26,4.16,False
26,2014-10-27,20.8,False
27,2014-10-28,26.0,False
28,2014-10-29,10.66,False
29,2014-10-30,7.28,False
30,2014-10-31,13.0,False
0,2014-11-01,4.94,False
1,2014-11-02,4.68,False
2,2014-11-03,20.28,False
3,2014-11-04,9.88,False
4,2014-11-05,8.06,False
5,2014-11-06,17.94,False
6,2014-11-07,18.98,False
7,2014-11-08,9.620000000000001,False
8,2014-11-09,0.0,False
9,2014-11-10,11.96,False
10,2014-11-11,26.0,False
11,2014-11-12,17.68,False
12,2014-11-13,14.040000000000001,False
13,2014-11-14,12.48,False
14,2014-11-15,7.0200000000000005,False
15,2014-11-16,4.68,False
16,2014-11-17,15.600000000000001,False
17,2014-11-18,10.66,False
18,2014-11-19,8.32,False
19,2014-11-20,14.040000000000001,False
20,2014-11-21,24.96,False
21,2014-11-22,4.68,False
22,2014-11-23,9.1,False
23,2014-11-24,11.700000000000001,False
24,2014-11-25,13.52,False
25,2014-11-26,14.040000000000001,False
26,2014-11-27,0.0,False
27,2014-11-28,12.48,False
28,2014-11-29,0.0,False
29,2014-11-30,9.1,False
0,2014-12-01,9.36,False
1,2014-12-02,7.800000000000001,False
2,2014-12-03,9.620000000000001,False
3,2014-12-04,19.5,False
4,2014-12-05,23.400000000000002,False
5,2014-12-06,3.9000000000000004,False
6,2014-12-07,5.720000000000001,False
7,2014-12-08,9.88,False
8,2014-12-09,12.74,False
9,2014-12-10,11.18,False
10,2014-12-11,8.06,False
11,2014-12-12,10.14,False
12,2014-12-13,0.0,False
13,2014-12-14,0.0,False
14,2014-12-15,9.620000000000001,False
15,2014-12-16,14.56,False
16,2014-12-17,9.88,False
17,2014-12-18,8.58,False
18,2014-12-19,14.040000000000001,False
19,2014-12-20,8.06,False
20,2014-12-21,0.0,False
21,2014-12-22,8.58,False
22,2014-12-23,14.3,False
23,2014-12-24,26.0,False
24,2014-12-25,4.42,False
25,2014-12-26,7.800000000000001,False
26,2014-12-27,3.9000000000000004,False
27,2014-12-28,0.0,False
28,2014-12-29,10.4,False
29,2014-12-30,10.4,False
30,2014-12-31,7.800000000000001,False
0,2015-01-01,5.94,False
1,2015-01-02,20.24,False
2,2015-01-03,5.28,False
3,2015-01-04,5.28,False
4,2015-01-05,13.64,False
5,2015-01-06,16.06,False
6,2015-01-07,11.22,False
7,2015-01-08,20.24,False
8,2015-01-09,9.24,False
9,2015-01-10,0.0,False
10,2015-01-11,5.06,False
11,2015-01-12,22.0,False
12,2015-01-13,22.0,False
13,2015-01-14,11.0,False
14,2015-01-15,17.82,False
15,2015-01-16,9.24,False
16,2015-01-17,10.56,False
17,2015-01-18,7.7,False
18,2015-01-19,8.8,False
19,2015-01-20,8.8,False
20,2015-01-21,12.98,False
21,2015-01-22,15.4,False
22,2015-01-23,9.02,False
23,2015-01-24,10.34,False
24,2015-01-25,5.06,False
25,2015-01-26,19.580000000000002,False
26,2015-01-27,21.56,False
27,2015-01-28,17.6,False
28,2015-01-29,15.4,False
29,2015-01-30,15.84,False
30,2015-01-31,5.06,False
0,2015-02-01,3.84,False
1,2015-02-02,12.8,False
2,2015-02-03,3.2,False
3,2015-02-04,32.0,False
4,2015-02-05,13.120000000000001,False
5,2015-02-06,20.16,False
6,2015-02-07,0.0,False
7,2015-02-08,0.0,False
8,2015-02-09,19.2,False
9,2015-02-10,9.6,False
10,2015-02-11,9.6,False
11,2015-02-12,19.84,False
12,2015-02-13,17.28,False
13,2015-02-14,3.84,False
14,2015-02-15,0.0,False
15,2015-02-16,0.0,False
16,2015-02-17,20.16,False
17,2015-02-18,16.64,False
18,2015-02-19,26.560000000000002,False
19,2015-02-20,16.96,False
20,2015-02-21,0.0,False
21,2015-02-22,0.0,False
22,2015-02-23,6.4,False
23,2015-02-24,19.2,False
24,2015-02-25,3.2,False
25,2015-02-26,12.8,False
26,2015-02-27,3.2,False
27,2015-02-28,3.84,False
0,2015-03-01,10.149999999999999,False
1,2015-03-02,15.659999999999998,False
2,2015-03-03,6.67,False
3,2015-03-04,26.97,False
4,2015-03-05,8.99,False
5,2015-03-06,16.529999999999998,False
6,2015-03-07,5.22,False
7,2015-03-08,10.729999999999999,False
8,2015-03-09,8.99,False
9,2015-03-10,8.99,False
10,2015-03-11,24.65,False
11,2015-03-12,6.67,False
12,2015-03-13,11.6,False
13,2015-03-14,10.44,False
14,2015-03-15,7.829999999999999,False
15,2015-03-16,8.99,False
16,2015-03-17,17.98,False
17,2015-03-18,8.99,False
18,2015-03-19,22.33,False
19,2015-03-20,16.24,False
20,2015-03-21,13.34,False
21,2015-03-22,5.22,False
22,2015-03-23,28.999999999999996,False
23,2015-03-24,28.999999999999996,False
24,2015-03-25,16.529999999999998,False
25,2015-03-26,23.49,False
26,2015-03-27,18.849999999999998,False
27,2015-03-28,11.309999999999999,False
28,2015-03-29,0.0,False
29,2015-03-30,13.629999999999999,False
30,2015-03-31,22.619999999999997,False
0,2015-04-01,23.76,False
1,2015-04-02,17.82,False
2,2015-04-03,7.5600000000000005,False
3,2015-04-04,8.100000000000001,False
4,2015-04-05,4.050000000000001,False
5,2015-04-06,17.82,False
6,2015-04-07,23.220000000000002,False
7,2015-04-08,6.75,False
8,2015-04-09,27.0,False
9,2015-04-10,7.0200000000000005,False
10,2015-04-11,0.0,False
11,2015-04-12,0.0,False
12,2015-04-13,13.23,False
13,2015-04-14,9.99,False
14,2015-04-15,13.5,False
15,2015-04-16,13.5,False
16,2015-04-17,3.5100000000000002,False
17,2015-04-18,0.0,False
18,2015-04-19,4.050000000000001,False
19,2015-04-20,0.0,False
20,2015-04-21,16.740000000000002,False
21,2015-04-22,16.740000000000002,False
22,2015-04-23,13.5,False
23,2015-04-24,7.0200000000000005,False
24,2015-04-25,4.050000000000001,False
25,2015-04-26,4.050000000000001,False
26,2015-04-27,16.470000000000002,False
27,2015-04-28,16.200000000000003,False
28,2015-04-29,9.99,False
29,2015-04-30,6.75,False
0,2015-05-01,9.25,False
1,2015-05-02,0.0,False
2,2015-05-03,7.75,False
3,2015-05-04,19.5,False
4,2015-05-05,13.0,False
5,2015-05-06,11.25,False
6,2015-05-07,13.25,False
7,2015-05-08,5.25,False
8,2015-05-09,4.0,False
9,2015-05-10,6.0,False
10,2015-05-11,8.0,False
11,2015-05-12,11.25,False
12,2015-05-13,9.75,False
13,2015-05-14,25.0,False
14,2015-05-15,17.0,False
15,2015-05-16,0.0,False
16,2015-05-17,3.75,False
17,2015-05-18,16.0,False
18,2015-05-19,24.0,False
19,2015-05-20,8.0,False
20,2015-05-21,9.75,False
21,2015-05-22,13.75,False
22,2015-05-23,5.75,False
23,2015-05-24,7.75,False
24,2015-05-25,5.0,False
25,2015-05-26,11.25,False
26,2015-05-27,11.25,False
27,2015-05-28,13.0,False
28,2015-05-29,12.0,False
29,2015-05-30,4.0,False
30,2015-05-31,3.75,False
0,2015-06-01,2.99,False
1,2015-06-02,12.42,False
2,2015-06-03,15.64,False
3,2015-06-04,9.89,False
4,2015-06-05,6.67,False
5,2015-06-06,3.68,False
6,2015-06-07,0.0,False
7,2015-06-08,2.99,False
8,2015-06-09,6.21,False
9,2015-06-10,9.43,False
10,2015-06-11,15.870000000000001,False
11,2015-06-12,13.110000000000001,False
12,2015-06-13,0.0,False
13,2015-06-14,3.68,False
14,2015-06-15,6.21,False
15,2015-06-16,15.180000000000001,False
16,2015-06-17,6.21,False
17,2015-06-18,15.870000000000001,False
18,2015-06-19,9.89,False
19,2015-06-20,3.68,False
20,2015-06-21,3.91,False
21,2015-06-22,12.42,False
22,2015-06-23,6.21,False
23,2015-06-24,12.65,False
24,2015-06-25,12.65,False
25,2015-06-26,23.0,False
26,2015-06-27,3.68,False
27,2015-06-28,0.0,False
28,2015-06-29,3.22,False
29,2015-06-30,21.85,False
0,2015-07-01,7.199999999999999,False
1,2015-07-02,9.84,False
2,2015-07-03,0.0,False
3,2015-07-04,2.88,False
4,2015-07-05,0.0,False
5,2015-07-06,11.76,False
6,2015-07-07,4.8,False
7,2015-07-08,7.199999999999999,False
8,2015-07-09,9.84,False
9,2015-07-10,17.52,False
10,2015-07-11,2.88,False
11,2015-07-12,2.88,False
12,2015-07-13,14.399999999999999,False
13,2015-07-14,7.199999999999999,False
14,2015-07-15,14.639999999999999,False
15,2015-07-16,0.0,False
16,2015-07-17,12.959999999999999,False
17,2015-07-18,6.24,False
18,2015-07-19,3.12,False
19,2015-07-20,7.68,False
20,2015-07-21,4.8,False
21,2015-07-22,12.0,False
22,2015-07-23,9.6,False
23,2015-07-24,17.759999999999998,False
24,2015-07-25,2.88,False
25,2015-07-26,0.0,False
26,2015-07-27,2.4,False
27,2015-07-28,9.6,False
28,2015-07-29,24.0,False
29,2015-07-30,4.8,False
30,2015-07-31,5.04,False
0,2015-08-01,3.3,False
1,2015-08-02,3.3,False
2,2015-08-03,5.7,False
3,2015-08-04,11.4,False
4,2015-08-05,10.2,False
5,2015-08-06,14.7,False
6,2015-08-07,15.0,False
7,2015-08-08,8.4,False
8,2015-08-09,6.8999999999999995,False
9,2015-08-10,14.399999999999999,False
10,2015-08-11,8.4,False
11,2015-08-12,10.2,False
12,2015-08-13,8.7,False
13,2015-08-14,18.0,False
14,2015-08-15,3.3,False
15,2015-08-16,3.3,False
16,2015-08-17,8.4,False
17,2015-08-18,7.199999999999999,False
18,2015-08-19,5.7,False
19,2015-08-20,15.899999999999999,False
20,2015-08-21,19.2,False
21,2015-08-22,5.1,False
22,2015-08-23,9.9,False
23,2015-08-24,30.0,False
24,2015-08-25,22.2,False
25,2015-08-26,19.5,False
26,2015-08-27,19.8,False
27,2015-08-28,14.7,False
28,2015-08-29,6.6,False
29,2015-08-30,3.3,False
30,2015-08-31,10.799999999999999,False
0,2015-09-01,9.02,False
1,2015-09-02,22.0,False
2,2015-09-03,9.24,False
3,2015-09-04,15.18,False
4,2015-09-05,8.58,False
5,2015-09-06,0.0,False
6,2015-09-07,7.7,False
7,2015-09-08,10.78,False
8,2015-09-09,14.3,False
9,2015-09-10,12.76,False
10,2015-09-11,9.46,False
11,2015-09-12,8.58,False
12,2015-09-13,8.14,False
13,2015-09-14,16.06,False
14,2015-09-15,14.3,False
15,2015-09-16,10.78,False
16,2015-09-17,10.78,False
17,2015-09-18,14.96,False
18,2015-09-19,4.18,False
19,2015-09-20,0.0,False
20,2015-09-21,10.56,False
21,2015-09-22,12.32,False
22,2015-09-23,10.78,False
23,2015-09-24,11.0,False
24,2015-09-25,15.18,False
25,2015-09-26,8.58,False
26,2015-09-27,4.18,False
27,2015-09-28,10.56,False
28,2015-09-29,19.36,False
29,2015-09-30,14.08,False
0,2015-10-01,14.280000000000001,False
1,2015-10-02,34.0,False
2,2015-10-03,12.58,False
3,2015-10-04,4.08,False
4,2015-10-05,18.02,False
5,2015-10-06,24.82,False
6,2015-10-07,21.76,False
7,2015-10-08,10.88,False
8,2015-10-09,7.48,False
9,2015-10-10,4.42,False
10,2015-10-11,0.0,False
11,2015-10-12,7.48,False
12,2015-10-13,17.68,False
13,2015-10-14,3.74,False
14,2015-10-15,18.02,False
15,2015-10-16,14.96,False
16,2015-10-17,17.0,False
17,2015-10-18,4.08,False
18,2015-10-19,14.280000000000001,False
19,2015-10-20,10.540000000000001,False
20,2015-10-21,18.02,False
21,2015-10-22,21.76,False
22,2015-10-23,7.48,False
23,2015-10-24,0.0,False
24,2015-10-25,8.16,False
25,2015-10-26,7.140000000000001,False
26,2015-10-27,10.540000000000001,False
27,2015-10-28,17.68,False
28,2015-10-29,32.64,False
29,2015-10-30,26.180000000000003,False
30,2015-10-31,4.08,False
0,2015-11-01,5.0600000000000005,False
1,2015-11-02,9.66,False
2,2015-11-03,16.560000000000002,False
3,2015-11-04,3.22,False
4,2015-11-05,13.8,False
5,2015-11-06,14.26,False
6,2015-11-07,3.68,False
7,2015-11-08,3.68,False
8,2015-11-09,9.200000000000001,False
9,2015-11-10,8.280000000000001,False
10,2015-11-11,4.140000000000001,False
11,2015-11-12,11.040000000000001,False
12,2015-11-13,7.82,False
13,2015-11-14,0.0,False
14,2015-11-15,2.3000000000000003,False
15,2015-11-16,8.280000000000001,False
16,2015-11-17,17.94,False
17,2015-11-18,8.280000000000001,False
18,2015-11-19,18.400000000000002,False
19,2015-11-20,19.78,False
20,2015-11-21,8.74,False
21,2015-11-22,7.36,False
22,2015-11-23,46.0,False
23,2015-11-24,28.52,False
24,2015-11-25,22.080000000000002,False
25,2015-11-26,6.44,False
26,2015-11-27,12.42,False
27,2015-11-28,5.0600000000000005,False
28,2015-11-29,3.68,False
29,2015-11-30,13.34,False
0,2015-12-01,19.8,False
1,2015-12-02,22.77,False
2,2015-12-03,33.0,False
3,2015-12-04,14.190000000000001,False
4,2015-12-05,3.3000000000000003,False
5,2015-12-06,3.3000000000000003,False
6,2015-12-07,16.17,False
7,2015-12-08,10.89,False
8,2015-12-09,8.25,False
9,2015-12-10,12.21,False
10,2015-12-11,16.830000000000002,False
11,2015-12-12,7.92,False
12,2015-12-13,0.0,False
13,2015-12-14,6.6000000000000005,False
14,2015-12-15,6.930000000000001,False
15,2015-12-16,11.22,False
16,2015-12-17,20.130000000000003,False
17,2015-12-18,5.94,False
18,2015-12-19,3.3000000000000003,False
19,2015-12-20,0.0,False
20,2015-12-21,8.58,False
21,2015-12-22,17.490000000000002,False
22,2015-12-23,16.830000000000002,False
23,2015-12-24,13.860000000000001,False
24,2015-12-25,7.590000000000001,False
25,2015-12-26,3.3000000000000003,False
26,2015-12-27,0.0,False
27,2015-12-28,10.23,False
28,2015-12-29,17.82,False
29,2015-12-30,9.24,False
30,2015-12-31,9.9,False
0,2016-01-01,4.29,False
1,2016-01-02,3.9000000000000004,False
2,2016-01-03,3.9000000000000004,False
3,2016-01-04,15.600000000000001,False
4,2016-01-05,17.16,False
5,2016-01-06,10.530000000000001,False
6,2016-01-07,29.25,False
7,2016-01-08,17.55,False
8,2016-01-09,3.9000000000000004,False
9,2016-01-10,0.0,False
10,2016-01-11,13.26,False
11,2016-01-12,26.91,False
12,2016-01-13,18.330000000000002,False
13,2016-01-14,36.660000000000004,False
14,2016-01-15,21.060000000000002,False
15,2016-01-16,3.9000000000000004,False
16,2016-01-17,5.8500000000000005,False
17,2016-01-18,6.63,False
18,2016-01-19,18.330000000000002,False
19,2016-01-20,39.0,False
20,2016-01-21,20.67,False
21,2016-01-22,23.01,False
22,2016-01-23,0.0,False
23,2016-01-24,5.8500000000000005,False
24,2016-01-25,15.21,False
25,2016-01-26,16.77,False
26,2016-01-27,21.84,False
27,2016-01-28,20.67,False
28,2016-01-29,28.080000000000002,False
29,2016-01-30,5.8500000000000005,False
30,2016-01-31,3.9000000000000004,False
0,2016-02-01,28.09,False
1,2016-02-02,27.560000000000002,False
2,2016-02-03,23.85,False
3,2016-02-04,30.740000000000002,False
4,2016-02-05,15.9,False
5,2016-02-06,12.72,False
6,2016-02-07,14.84,False
7,2016-02-08,34.980000000000004,False
8,2016-02-09,30.740000000000002,False
9,2016-02-10,36.57,False
10,2016-02-11,21.73,False
11,2016-02-12,40.28,False
12,2016-02-13,24.380000000000003,False
13,2016-02-14,9.540000000000001,False
14,2016-02-15,10.600000000000001,False
15,2016-02-16,27.560000000000002,False
16,2016-02-17,38.690000000000005,False
17,2016-02-18,23.85,False
18,2016-02-19,32.86,False
19,2016-02-20,19.61,False
20,2016-02-21,4.7700000000000005,False
21,2016-02-22,46.11,False
22,2016-02-23,27.03,False
23,2016-02-24,53.0,False
24,2016-02-25,45.050000000000004,False
25,2016-02-26,33.39,False
26,2016-02-27,9.540000000000001,False
27,2016-02-28,0.0,False
28,2016-02-29,27.03,False
0,2016-03-01,47.84,False
1,2016-03-02,36.4,False
2,2016-03-03,34.32,False
3,2016-03-04,19.76,False
4,2016-03-05,7.28,False
5,2016-03-06,0.0,False
6,2016-03-07,25.48,False
7,2016-03-08,25.48,False
8,2016-03-09,34.32,False
9,2016-03-10,21.84,False
10,2016-03-11,42.64,False
11,2016-03-12,9.88,False
12,2016-03-13,9.36,False
13,2016-03-14,51.480000000000004,False
14,2016-03-15,30.16,False
15,2016-03-16,46.800000000000004,False
16,2016-03-17,32.76,False
17,2016-03-18,22.880000000000003,False
18,2016-03-19,9.88,False
19,2016-03-20,4.68,False
20,2016-03-21,23.92,False
21,2016-03-22,32.76,False
22,2016-03-23,50.440000000000005,False
23,2016-03-24,47.84,False
24,2016-03-25,17.16,False
25,2016-03-26,15.600000000000001,False
26,2016-03-27,13.0,False
27,2016-03-28,11.440000000000001,False
28,2016-03-29,28.080000000000002,False
29,2016-03-30,52.0,False
30,2016-03-31,30.16,False
0,2016-04-01,28.98,False
1,2016-04-02,15.75,False
2,2016-04-03,15.75,False
3,2016-04-04,27.72,False
4,2016-04-05,41.58,False
5,2016-04-06,62.37,False
6,2016-04-07,63.0,False
7,2016-04-08,35.910000000000004,False
8,2016-04-09,3.7800000000000002,False
9,2016-04-10,11.97,False
10,2016-04-11,13.86,False
11,2016-04-12,23.94,False
12,2016-04-13,38.43,False
13,2016-04-14,31.5,False
14,2016-04-15,14.49,False
15,2016-04-16,20.16,False
16,2016-04-17,0.0,False
17,2016-04-18,17.64,False
18,2016-04-19,23.94,False
19,2016-04-20,17.01,False
20,2016-04-21,45.99,False
21,2016-04-22,22.05,False
22,2016-04-23,3.7800000000000002,False
23,2016-04-24,3.7800000000000002,False
24,2016-04-25,13.23,False
25,2016-04-26,23.94,False
26,2016-04-27,10.08,False
27,2016-04-28,31.5,False
28,2016-04-29,40.32,False
29,2016-04-30,0.0,False
0,2016-05-01,7.65,False
1,2016-05-02,27.03,False
2,2016-05-03,44.88,False
3,2016-05-04,40.8,False
4,2016-05-05,35.19,False
5,2016-05-06,40.8,False
6,2016-05-07,13.26,False
7,2016-05-08,5.1,False
8,2016-05-09,38.25,False
9,2016-05-10,51.0,False
10,2016-05-11,19.89,False
11,2016-05-12,29.580000000000002,False
12,2016-05-13,34.68,False
13,2016-05-14,10.71,False
14,2016-05-15,12.75,False
15,2016-05-16,35.7,False
16,2016-05-17,28.560000000000002,False
17,2016-05-18,26.52,False
18,2016-05-19,29.07,False
19,2016-05-20,44.88,False
20,2016-05-21,10.71,False
21,2016-05-22,10.2,False
22,2016-05-23,15.81,False
23,2016-05-24,33.660000000000004,False
24,2016-05-25,24.990000000000002,False
25,2016-05-26,33.15,False
26,2016-05-27,28.560000000000002,False
27,2016-05-28,10.71,False
28,2016-05-29,0.0,False
29,2016-05-30,9.18,False
30,2016-05-31,33.660000000000004,False
0,2016-06-01,26.880000000000003,False
1,2016-06-02,50.96000000000001,False
2,2016-06-03,28.000000000000004,False
3,2016-06-04,10.64,False
4,2016-06-05,5.040000000000001,False
5,2016-06-06,22.400000000000002,False
6,2016-06-07,31.360000000000003,False
7,2016-06-08,31.360000000000003,False
8,2016-06-09,55.440000000000005,False
9,2016-06-10,33.040000000000006,False
10,2016-06-11,10.64,False
11,2016-06-12,5.040000000000001,False
12,2016-06-13,44.24,False
13,2016-06-14,39.760000000000005,False
14,2016-06-15,26.880000000000003,False
15,2016-06-16,31.360000000000003,False
16,2016-06-17,52.080000000000005,False
17,2016-06-18,5.6000000000000005,False
18,2016-06-19,5.040000000000001,False
19,2016-06-20,17.92,False
20,2016-06-21,44.800000000000004,False
21,2016-06-22,26.880000000000003,False
22,2016-06-23,28.000000000000004,False
23,2016-06-24,47.6,False
24,2016-06-25,5.6000000000000005,False
25,2016-06-26,5.040000000000001,False
26,2016-06-27,26.880000000000003,False
27,2016-06-28,17.92,False
28,2016-06-29,41.440000000000005,False
29,2016-06-30,56.00000000000001,False
0,2016-07-01,37.92,False
1,2016-07-02,8.16,False
2,2016-07-03,5.279999999999999,False
3,2016-07-04,4.8,False
4,2016-07-05,45.12,False
5,2016-07-06,48.0,False
6,2016-07-07,36.48,False
7,2016-07-08,42.239999999999995,False
8,2016-07-09,13.92,False
9,2016-07-10,8.16,False
10,2016-07-11,30.72,False
11,2016-07-12,44.64,False
12,2016-07-13,42.72,False
13,2016-07-14,31.68,False
14,2016-07-15,46.08,False
15,2016-07-16,11.04,False
16,2016-07-17,5.76,False
17,2016-07-18,33.12,False
18,2016-07-19,23.52,False
19,2016-07-20,25.919999999999998,False
20,2016-07-21,26.4,False
21,2016-07-22,46.559999999999995,False
22,2016-07-23,8.16,False
23,2016-07-24,5.279999999999999,False
24,2016-07-25,16.32,False
25,2016-07-26,32.64,False
26,2016-07-27,23.52,False
27,2016-07-28,18.72,False
28,2016-07-29,46.559999999999995,False
29,2016-07-30,11.04,False
30,2016-07-31,5.279999999999999,False
0,2016-08-01,34.16,False
1,2016-08-02,59.78,False
2,2016-08-03,44.53,False
3,2016-08-04,40.87,False
4,2016-08-05,39.04,False
5,2016-08-06,7.32,False
6,2016-08-07,0.0,False
7,2016-08-08,47.58,False
8,2016-08-09,28.669999999999998,False
9,2016-08-10,33.55,False
10,2016-08-11,40.26,False
11,2016-08-12,28.669999999999998,False
12,2016-08-13,4.88,False
13,2016-08-14,9.76,False
14,2016-08-15,15.25,False
15,2016-08-16,25.62,False
16,2016-08-17,23.79,False
17,2016-08-18,25.62,False
18,2016-08-19,28.669999999999998,False
19,2016-08-20,9.76,False
20,2016-08-21,7.32,False
21,2016-08-22,61.0,False
22,2016-08-23,37.82,False
23,2016-08-24,40.87,False
24,2016-08-25,26.23,False
25,2016-08-26,35.38,False
26,2016-08-27,4.88,False
27,2016-08-28,4.88,False
28,2016-08-29,21.349999999999998,False
29,2016-08-30,19.52,False
30,2016-08-31,41.48,False
0,2016-09-01,33.54,False
1,2016-09-02,26.23,False
2,2016-09-03,4.7299999999999995,False
3,2016-09-04,0.0,False
4,2016-09-05,0.0,False
5,2016-09-06,24.509999999999998,False
6,2016-09-07,33.97,False
7,2016-09-08,25.37,False
8,2016-09-09,17.2,False
9,2016-09-10,19.78,False
10,2016-09-11,0.0,False
11,2016-09-12,16.77,False
12,2016-09-13,33.11,False
13,2016-09-14,16.77,False
14,2016-09-15,33.54,False
15,2016-09-16,43.0,False
16,2016-09-17,9.459999999999999,False
17,2016-09-18,0.0,False
18,2016-09-19,36.55,False
19,2016-09-20,16.34,False
20,2016-09-21,28.38,False
21,2016-09-22,37.839999999999996,False
22,2016-09-23,4.3,False
23,2016-09-24,0.0,False
24,2016-09-25,0.0,False
25,2016-09-26,3.87,False
26,2016-09-27,40.85,False
27,2016-09-28,24.509999999999998,False
28,2016-09-29,33.11,False
29,2016-09-30,34.4,False
0,2016-10-01,12.48,False
1,2016-10-02,14.82,False
2,2016-10-03,17.55,False
3,2016-10-04,21.84,False
