,date,INTC stock,isPartial
29,2014-04-30,18.05,False
0,2014-05-01,9.350000000000001,False
1,2014-05-02,1.36,False
2,2014-05-03,1.53,False
3,2014-05-04,0.0,False
4,2014-05-05,5.95,False
5,2014-05-06,3.2300000000000004,False
6,2014-05-07,3.91,False
7,2014-05-08,9.350000000000001,False
8,2014-05-09,8.33,False
9,2014-05-10,3.91,False
10,2014-05-11,1.53,False
11,2014-05-12,9.01,False
12,2014-05-13,6.460000000000001,False
13,2014-05-14,1.36,False
14,2014-05-15,4.590000000000001,False
15,2014-05-16,8.16,False
16,2014-05-17,1.53,False
17,2014-05-18,2.3800000000000003,False
18,2014-05-19,7.140000000000001,False
19,2014-05-20,4.590000000000001,False
20,2014-05-21,2.89,False
21,2014-05-22,5.78,False
