,date,AMZN stock,isPartial
2,2014-06-03,2.7300000000000004,False
3,2014-06-04,1.33,False
4,2014-06-05,3.6400000000000006,False
5,2014-06-06,3.8500000000000005,False
6,2014-06-07,0.7000000000000001,False
7,2014-06-08,1.05,False
8,2014-06-09,1.9600000000000002,False
9,2014-06-10,2.87,False
10,2014-06-11,2.24,False
11,2014-06-12,4.48,False
12,2014-06-13,4.0600000000000005,False
13,2014-06-14,0.35000000000000003,False
14,2014-06-15,1.33,False
15,2014-06-16,2.24,False
16,2014-06-17,3.5700000000000003,False
17,2014-06-18,7.000000000000001,False
18,2014-06-19,6.300000000000001,False
19,2014-06-20,3.5700000000000003,False
20,2014-06-21,1.05,False
21,2014-06-22,0.7000000000000001,False
22,2014-06-23,2.24,False
23,2014-06-24,3.2900000000000005,False
24,2014-06-25,2.24,False
25,2014-06-26,1.6800000000000002,False
26,2014-06-27,2.1,False
27,2014-06-28,1.7500000000000002,False
28,2014-06-29,1.4000000000000001,False
29,2014-06-30,1.4000000000000001,False
0,2014-07-01,1.44,False
1,2014-07-02,1.12,False
2,2014-07-03,1.44,False
3,2014-07-04,0.32,False
4,2014-07-05,0.4,False
5,2014-07-06,0.16,False
6,2014-07-07,1.28,False
7,2014-07-08,2.0,False
8,2014-07-09,1.12,False
9,2014-07-10,0.64,False
10,2014-07-11,1.28,False
11,2014-07-12,0.96,False
12,2014-07-13,0.56,False
13,2014-07-14,1.84,False
14,2014-07-15,2.32,False
15,2014-07-16,1.76,False
16,2014-07-17,0.64,False
17,2014-07-18,2.0,False
18,2014-07-19,0.56,False
19,2014-07-20,0.4,False
20,2014-07-21,1.84,False
21,2014-07-22,1.52,False
22,2014-07-23,1.44,False
23,2014-07-24,2.88,False
24,2014-07-25,8.0,False
25,2014-07-26,0.96,False
26,2014-07-27,0.96,False
27,2014-07-28,1.6,False
28,2014-07-29,2.4,False
29,2014-07-30,1.92,False
30,2014-07-31,1.92,False
0,2014-08-01,4.38,False
1,2014-08-02,2.76,False
2,2014-08-03,0.8999999999999999,False
3,2014-08-04,1.8599999999999999,False
4,2014-08-05,3.0,False
5,2014-08-06,4.92,False
6,2014-08-07,6.0,False
7,2014-08-08,2.76,False
8,2014-08-09,1.7999999999999998,False
9,2014-08-10,0.48,False
10,2014-08-11,4.08,False
11,2014-08-12,2.58,False
12,2014-08-13,2.6399999999999997,False
13,2014-08-14,3.48,False
14,2014-08-15,3.2399999999999998,False
15,2014-08-16,2.6999999999999997,False
16,2014-08-17,0.0,False
17,2014-08-18,2.28,False
18,2014-08-19,3.36,False
19,2014-08-20,2.58,False
20,2014-08-21,0.36,False
21,2014-08-22,1.92,False
22,2014-08-23,0.0,False
23,2014-08-24,0.0,False
24,2014-08-25,2.52,False
25,2014-08-26,3.6599999999999997,False
26,2014-08-27,1.44,False
27,2014-08-28,1.44,False
28,2014-08-29,2.28,False
29,2014-08-30,0.42,False
30,2014-08-31,0.42,False
0,2014-09-01,0.68,False
1,2014-09-02,0.24,False
2,2014-09-03,1.6,False
3,2014-09-04,3.2,False
4,2014-09-05,1.68,False
5,2014-09-06,0.56,False
6,2014-09-07,0.0,False
7,2014-09-08,1.12,False
8,2014-09-09,4.0,False
9,2014-09-10,2.48,False
10,2014-09-11,0.88,False
11,2014-09-12,0.72,False
12,2014-09-13,1.08,False
13,2014-09-14,0.28,False
14,2014-09-15,1.12,False
15,2014-09-16,1.6,False
16,2014-09-17,1.12,False
17,2014-09-18,1.84,False
18,2014-09-19,1.2,False
19,2014-09-20,1.8800000000000001,False
20,2014-09-21,0.28,False
21,2014-09-22,1.36,False
22,2014-09-23,0.68,False
23,2014-09-24,1.56,False
24,2014-09-25,2.96,False
25,2014-09-26,0.24,False
26,2014-09-27,0.0,False
27,2014-09-28,0.0,False
28,2014-09-29,2.0,False
29,2014-09-30,1.12,False
0,2014-10-01,0.96,False
1,2014-10-02,1.08,False
2,2014-10-03,0.84,False
3,2014-10-04,0.24,False
4,2014-10-05,0.42,False
5,2014-10-06,0.96,False
6,2014-10-07,0.6599999999999999,False
7,2014-10-08,1.02,False
8,2014-10-09,0.84,False
9,2014-10-10,1.02,False
10,2014-10-11,0.42,False
11,2014-10-12,0.48,False
12,2014-10-13,1.08,False
13,2014-10-14,0.84,False
14,2014-10-15,1.7999999999999998,False
15,2014-10-16,0.84,False
16,2014-10-17,0.8999999999999999,False
17,2014-10-18,0.42,False
18,2014-10-19,0.6,False
19,2014-10-20,1.08,False
20,2014-10-21,1.44,False
21,2014-10-22,1.02,False
22,2014-10-23,3.36,False
23,2014-10-24,6.0,False
24,2014-10-25,1.26,False
25,2014-10-26,0.8999999999999999,False
26,2014-10-27,2.28,False
27,2014-10-28,1.74,False
28,2014-10-29,2.34,False
29,2014-10-30,1.74,False
30,2014-10-31,1.8599999999999999,False
0,2014-11-01,0.9,False
1,2014-11-02,1.7000000000000002,False
2,2014-11-03,3.8000000000000003,False
3,2014-11-04,1.8,False
4,2014-11-05,3.0,False
5,2014-11-06,5.0,False
6,2014-11-07,4.3,False
7,2014-11-08,1.7000000000000002,False
8,2014-11-09,2.1,False
9,2014-11-10,2.7,False
10,2014-11-11,3.2,False
11,2014-11-12,3.2,False
12,2014-11-13,2.5,False
13,2014-11-14,3.35,False
14,2014-11-15,1.25,False
15,2014-11-16,1.05,False
16,2014-11-17,4.05,False
17,2014-11-18,3.6500000000000004,False
18,2014-11-19,1.6500000000000001,False
19,2014-11-20,3.95,False
20,2014-11-21,2.25,False
21,2014-11-22,1.4500000000000002,False
22,2014-11-23,1.25,False
23,2014-11-24,2.6500000000000004,False
24,2014-11-25,2.95,False
25,2014-11-26,2.5,False
26,2014-11-27,1.3,False
27,2014-11-28,1.7000000000000002,False
28,2014-11-29,1.4500000000000002,False
29,2014-11-30,1.0,False
0,2014-12-01,2.75,False
1,2014-12-02,3.3000000000000003,False
2,2014-12-03,3.95,False
3,2014-12-04,3.4000000000000004,False
4,2014-12-05,4.3500000000000005,False
5,2014-12-06,1.2000000000000002,False
6,2014-12-07,1.1500000000000001,False
7,2014-12-08,2.25,False
8,2014-12-09,3.8000000000000003,False
9,2014-12-10,2.4000000000000004,False
10,2014-12-11,2.4000000000000004,False
11,2014-12-12,2.3000000000000003,False
12,2014-12-13,1.2000000000000002,False
13,2014-12-14,0.9500000000000001,False
14,2014-12-15,2.6,False
15,2014-12-16,2.85,False
16,2014-12-17,2.45,False
17,2014-12-18,3.35,False
18,2014-12-19,2.6500000000000004,False
19,2014-12-20,3.0,False
20,2014-12-21,0.75,False
21,2014-12-22,1.7000000000000002,False
22,2014-12-23,3.1,False
23,2014-12-24,2.5,False
24,2014-12-25,2.15,False
25,2014-12-26,1.6500000000000001,False
26,2014-12-27,1.4500000000000002,False
27,2014-12-28,0.9500000000000001,False
28,2014-12-29,2.75,False
29,2014-12-30,5.0,False
30,2014-12-31,2.6500000000000004,False
0,2015-01-01,0.45,False
1,2015-01-02,0.4,False
2,2015-01-03,0.8,False
3,2015-01-04,0.15000000000000002,False
4,2015-01-05,0.8,False
5,2015-01-06,0.45,False
6,2015-01-07,1.2000000000000002,False
7,2015-01-08,0.9,False
8,2015-01-09,0.55,False
9,2015-01-10,0.75,False
10,2015-01-11,0.5,False
11,2015-01-12,0.35000000000000003,False
12,2015-01-13,1.1,False
13,2015-01-14,0.75,False
14,2015-01-15,1.0,False
15,2015-01-16,0.8,False
16,2015-01-17,0.25,False
17,2015-01-18,0.25,False
18,2015-01-19,0.65,False
19,2015-01-20,0.65,False
20,2015-01-21,0.65,False
21,2015-01-22,1.1,False
22,2015-01-23,1.9000000000000001,False
23,2015-01-24,0.65,False
24,2015-01-25,0.0,False
25,2015-01-26,0.30000000000000004,False
26,2015-01-27,1.3,False
27,2015-01-28,0.9500000000000001,False
28,2015-01-29,1.9500000000000002,False
29,2015-01-30,5.0,False
30,2015-01-31,1.5,False
0,2015-02-01,1.6199999999999999,False
1,2015-02-02,4.62,False
2,2015-02-03,6.0,False
3,2015-02-04,4.56,False
4,2015-02-05,3.84,False
5,2015-02-06,3.36,False
6,2015-02-07,1.68,False
7,2015-02-08,0.72,False
8,2015-02-09,2.6999999999999997,False
9,2015-02-10,2.52,False
10,2015-02-11,2.88,False
11,2015-02-12,4.56,False
12,2015-02-13,2.6999999999999997,False
13,2015-02-14,0.6,False
14,2015-02-15,0.6,False
15,2015-02-16,2.16,False
16,2015-02-17,3.12,False
17,2015-02-18,3.2399999999999998,False
18,2015-02-19,2.76,False
19,2015-02-20,1.8599999999999999,False
20,2015-02-21,1.14,False
21,2015-02-22,0.8999999999999999,False
22,2015-02-23,3.0,False
23,2015-02-24,2.6999999999999997,False
24,2015-02-25,2.52,False
25,2015-02-26,2.58,False
26,2015-02-27,2.94,False
27,2015-02-28,1.08,False
0,2015-03-01,0.88,False
1,2015-03-02,2.64,False
2,2015-03-03,2.8000000000000003,False
3,2015-03-04,2.68,False
4,2015-03-05,2.48,False
5,2015-03-06,3.8000000000000003,False
6,2015-03-07,2.48,False
7,2015-03-08,0.44,False
8,2015-03-09,2.64,False
9,2015-03-10,3.4,False
10,2015-03-11,3.6,False
11,2015-03-12,2.12,False
12,2015-03-13,1.96,False
13,2015-03-14,0.88,False
14,2015-03-15,0.88,False
15,2015-03-16,2.48,False
16,2015-03-17,1.8800000000000001,False
17,2015-03-18,2.08,False
18,2015-03-19,2.08,False
19,2015-03-20,2.72,False
20,2015-03-21,0.68,False
21,2015-03-22,0.44,False
22,2015-03-23,0.76,False
23,2015-03-24,0.76,False
24,2015-03-25,1.68,False
25,2015-03-26,1.56,False
26,2015-03-27,1.6,False
27,2015-03-28,1.2,False
28,2015-03-29,0.68,False
29,2015-03-30,2.08,False
30,2015-03-31,4.0,False
0,2015-04-01,0.54,False
1,2015-04-02,0.6,False
2,2015-04-03,0.3,False
3,2015-04-04,0.0,False
4,2015-04-05,0.18,False
5,2015-04-06,0.6,False
6,2015-04-07,1.02,False
7,2015-04-08,0.42,False
8,2015-04-09,0.78,False
9,2015-04-10,0.78,False
10,2015-04-11,0.3,False
11,2015-04-12,0.3,False
12,2015-04-13,0.72,False
13,2015-04-14,0.96,False
14,2015-04-15,0.6599999999999999,False
15,2015-04-16,1.3199999999999998,False
16,2015-04-17,0.78,False
17,2015-04-18,0.48,False
18,2015-04-19,0.6599999999999999,False
19,2015-04-20,0.8999999999999999,False
20,2015-04-21,1.08,False
21,2015-04-22,1.08,False
22,2015-04-23,3.96,False
23,2015-04-24,6.0,False
24,2015-04-25,1.6199999999999999,False
25,2015-04-26,1.38,False
26,2015-04-27,1.8599999999999999,False
27,2015-04-28,1.8599999999999999,False
28,2015-04-29,1.3199999999999998,False
29,2015-04-30,1.56,False
0,2015-05-01,2.72,False
1,2015-05-02,1.6400000000000001,False
2,2015-05-03,0.0,False
3,2015-05-04,2.68,False
4,2015-05-05,1.08,False
5,2015-05-06,2.16,False
6,2015-05-07,3.2800000000000002,False
7,2015-05-08,1.44,False
8,2015-05-09,0.32,False
9,2015-05-10,0.64,False
10,2015-05-11,2.44,False
11,2015-05-12,1.32,False
12,2015-05-13,0.8,False
13,2015-05-14,1.96,False
14,2015-05-15,1.72,False
15,2015-05-16,0.64,False
16,2015-05-17,0.96,False
17,2015-05-18,1.08,False
18,2015-05-19,1.32,False
19,2015-05-20,1.6,False
20,2015-05-21,2.44,False
21,2015-05-22,4.0,False
22,2015-05-23,0.64,False
23,2015-05-24,0.96,False
24,2015-05-25,0.56,False
25,2015-05-26,1.04,False
26,2015-05-27,1.08,False
27,2015-05-28,1.8800000000000001,False
28,2015-05-29,1.12,False
29,2015-05-30,0.96,False
30,2015-05-31,0.64,False
0,2015-06-01,1.5899999999999999,False
1,2015-06-02,1.92,False
2,2015-06-03,1.77,False
3,2015-06-04,1.3499999999999999,False
4,2015-06-05,1.8599999999999999,False
5,2015-06-06,0.57,False
6,2015-06-07,0.39,False
7,2015-06-08,1.5899999999999999,False
8,2015-06-09,0.78,False
9,2015-06-10,2.07,False
10,2015-06-11,2.76,False
11,2015-06-12,1.02,False
12,2015-06-13,0.78,False
13,2015-06-14,1.14,False
14,2015-06-15,1.1099999999999999,False
15,2015-06-16,2.04,False
16,2015-06-17,0.96,False
17,2015-06-18,1.95,False
18,2015-06-19,1.3499999999999999,False
19,2015-06-20,0.78,False
20,2015-06-21,0.96,False
21,2015-06-22,2.4,False
22,2015-06-23,3.0,False
23,2015-06-24,2.73,False
24,2015-06-25,2.1,False
25,2015-06-26,1.17,False
26,2015-06-27,1.56,False
27,2015-06-28,0.39,False
28,2015-06-29,2.4,False
29,2015-06-30,1.44,False
0,2015-07-01,0.72,False
1,2015-07-02,0.27,False
2,2015-07-03,0.09,False
3,2015-07-04,0.18,False
4,2015-07-05,0.0,False
5,2015-07-06,0.27,False
6,2015-07-07,0.99,False
7,2015-07-08,0.8999999999999999,False
8,2015-07-09,0.63,False
9,2015-07-10,0.72,False
10,2015-07-11,0.63,False
11,2015-07-12,0.27,False
12,2015-07-13,0.99,False
13,2015-07-14,1.7999999999999998,False
14,2015-07-15,2.07,False
15,2015-07-16,1.3499999999999999,False
16,2015-07-17,1.6199999999999999,False
17,2015-07-18,0.44999999999999996,False
18,2015-07-19,0.63,False
19,2015-07-20,1.53,False
20,2015-07-21,2.25,False
21,2015-07-22,2.4299999999999997,False
22,2015-07-23,7.199999999999999,False
23,2015-07-24,9.0,False
24,2015-07-25,1.89,False
25,2015-07-26,0.72,False
26,2015-07-27,3.2399999999999998,False
27,2015-07-28,2.52,False
28,2015-07-29,3.15,False
29,2015-07-30,2.34,False
30,2015-07-31,1.44,False
0,2015-08-01,1.61,False
1,2015-08-02,0.9100000000000001,False
2,2015-08-03,2.5200000000000005,False
3,2015-08-04,2.66,False
4,2015-08-05,3.1500000000000004,False
5,2015-08-06,3.9200000000000004,False
6,2015-08-07,2.66,False
7,2015-08-08,1.05,False
8,2015-08-09,0.35000000000000003,False
9,2015-08-10,2.9400000000000004,False
10,2015-08-11,2.9400000000000004,False
11,2015-08-12,2.87,False
12,2015-08-13,1.8200000000000003,False
13,2015-08-14,2.45,False
14,2015-08-15,1.61,False
15,2015-08-16,1.1900000000000002,False
16,2015-08-17,3.22,False
17,2015-08-18,2.66,False
18,2015-08-19,2.5200000000000005,False
19,2015-08-20,3.99,False
20,2015-08-21,4.0600000000000005,False
21,2015-08-22,2.1,False
22,2015-08-23,0.7000000000000001,False
23,2015-08-24,6.510000000000001,False
24,2015-08-25,7.000000000000001,False
25,2015-08-26,5.180000000000001,False
26,2015-08-27,5.390000000000001,False
27,2015-08-28,3.9200000000000004,False
28,2015-08-29,1.4000000000000001,False
29,2015-08-30,1.05,False
30,2015-08-31,2.1,False
0,2015-09-01,2.5500000000000003,False
1,2015-09-02,2.6,False
2,2015-09-03,5.0,False
3,2015-09-04,3.6,False
4,2015-09-05,0.35000000000000003,False
5,2015-09-06,0.35000000000000003,False
6,2015-09-07,1.2000000000000002,False
7,2015-09-08,2.5500000000000003,False
8,2015-09-09,3.4000000000000004,False
9,2015-09-10,1.75,False
10,2015-09-11,2.95,False
11,2015-09-12,1.0,False
12,2015-09-13,0.30000000000000004,False
13,2015-09-14,0.8500000000000001,False
14,2015-09-15,3.4000000000000004,False
15,2015-09-16,3.4000000000000004,False
16,2015-09-17,3.1,False
17,2015-09-18,3.5500000000000003,False
18,2015-09-19,1.0,False
19,2015-09-20,1.0,False
20,2015-09-21,1.4000000000000001,False
21,2015-09-22,3.95,False
22,2015-09-23,2.3000000000000003,False
23,2015-09-24,2.6500000000000004,False
24,2015-09-25,2.7,False
25,2015-09-26,0.65,False
26,2015-09-27,1.0,False
27,2015-09-28,3.3000000000000003,False
28,2015-09-29,3.0500000000000003,False
29,2015-09-30,2.8000000000000003,False
0,2015-10-01,1.7000000000000002,False
1,2015-10-02,1.2000000000000002,False
2,2015-10-03,0.30000000000000004,False
3,2015-10-04,0.30000000000000004,False
4,2015-10-05,1.9000000000000001,False
5,2015-10-06,1.4000000000000001,False
6,2015-10-07,1.4000000000000001,False
7,2015-10-08,2.3000000000000003,False
8,2015-10-09,1.2000000000000002,False
9,2015-10-10,0.5,False
10,2015-10-11,0.0,False
11,2015-10-12,1.6,False
12,2015-10-13,1.4000000000000001,False
13,2015-10-14,1.1,False
14,2015-10-15,2.0,False
15,2015-10-16,2.1,False
16,2015-10-17,0.8,False
17,2015-10-18,0.5,False
18,2015-10-19,2.4000000000000004,False
19,2015-10-20,1.5,False
20,2015-10-21,1.7000000000000002,False
21,2015-10-22,6.800000000000001,False
22,2015-10-23,10.0,False
23,2015-10-24,1.0,False
24,2015-10-25,1.1,False
25,2015-10-26,1.8,False
26,2015-10-27,2.0,False
27,2015-10-28,3.0,False
28,2015-10-29,2.3000000000000003,False
29,2015-10-30,3.6,False
30,2015-10-31,1.3,False
0,2015-11-01,2.0,False
1,2015-11-02,7.2,False
2,2015-11-03,8.1,False
3,2015-11-04,8.4,False
4,2015-11-05,9.9,False
5,2015-11-06,9.700000000000001,False
6,2015-11-07,2.0,False
7,2015-11-08,2.7,False
8,2015-11-09,6.4,False
9,2015-11-10,7.5,False
10,2015-11-11,7.7,False
11,2015-11-12,8.4,False
12,2015-11-13,8.4,False
13,2015-11-14,2.0,False
14,2015-11-15,1.0,False
15,2015-11-16,9.600000000000001,False
16,2015-11-17,7.0,False
17,2015-11-18,10.0,False
18,2015-11-19,7.0,False
19,2015-11-20,5.1000000000000005,False
20,2015-11-21,3.5,False
21,2015-11-22,1.0,False
22,2015-11-23,6.800000000000001,False
23,2015-11-24,7.0,False
24,2015-11-25,9.9,False
25,2015-11-26,2.7,False
26,2015-11-27,6.9,False
27,2015-11-28,1.7000000000000002,False
28,2015-11-29,2.4000000000000004,False
29,2015-11-30,6.9,False
0,2015-12-01,7.56,False
1,2015-12-02,4.77,False
2,2015-12-03,5.22,False
3,2015-12-04,8.37,False
4,2015-12-05,0.44999999999999996,False
5,2015-12-06,1.26,False
6,2015-12-07,5.13,False
7,2015-12-08,6.3,False
8,2015-12-09,7.6499999999999995,False
9,2015-12-10,6.3,False
10,2015-12-11,4.95,False
11,2015-12-12,0.8999999999999999,False
12,2015-12-13,2.52,False
13,2015-12-14,5.04,False
14,2015-12-15,7.92,False
15,2015-12-16,5.31,False
16,2015-12-17,6.66,False
17,2015-12-18,4.5,False
18,2015-12-19,1.3499999999999999,False
19,2015-12-20,1.3499999999999999,False
20,2015-12-21,2.6999999999999997,False
21,2015-12-22,6.75,False
22,2015-12-23,2.52,False
23,2015-12-24,4.2299999999999995,False
24,2015-12-25,1.53,False
25,2015-12-26,1.3499999999999999,False
26,2015-12-27,1.3499999999999999,False
27,2015-12-28,7.29,False
28,2015-12-29,8.91,False
29,2015-12-30,9.0,False
30,2015-12-31,4.95,False
0,2016-01-01,1.87,False
1,2016-01-02,0.17,False
2,2016-01-03,0.51,False
3,2016-01-04,3.91,False
4,2016-01-05,6.970000000000001,False
5,2016-01-06,3.91,False
6,2016-01-07,5.44,False
7,2016-01-08,4.25,False
8,2016-01-09,0.17,False
9,2016-01-10,0.68,False
10,2016-01-11,4.760000000000001,False
11,2016-01-12,2.3800000000000003,False
12,2016-01-13,5.44,False
13,2016-01-14,5.1000000000000005,False
14,2016-01-15,6.800000000000001,False
15,2016-01-16,1.1900000000000002,False
16,2016-01-17,1.36,False
17,2016-01-18,1.02,False
18,2016-01-19,2.89,False
19,2016-01-20,6.970000000000001,False
20,2016-01-21,5.95,False
21,2016-01-22,4.08,False
22,2016-01-23,1.36,False
23,2016-01-24,0.8500000000000001,False
24,2016-01-25,3.4000000000000004,False
25,2016-01-26,4.42,False
26,2016-01-27,6.460000000000001,False
27,2016-01-28,17.0,False
28,2016-01-29,16.830000000000002,False
29,2016-01-30,1.87,False
30,2016-01-31,0.8500000000000001,False
0,2016-02-01,11.68,False
1,2016-02-02,11.52,False
2,2016-02-03,12.0,False
3,2016-02-04,12.0,False
4,2016-02-05,11.84,False
5,2016-02-06,3.68,False
6,2016-02-07,1.12,False
7,2016-02-08,16.0,False
8,2016-02-09,12.64,False
9,2016-02-10,10.88,False
10,2016-02-11,15.200000000000001,False
11,2016-02-12,9.92,False
12,2016-02-13,2.08,False
13,2016-02-14,0.8,False
14,2016-02-15,2.88,False
15,2016-02-16,8.16,False
16,2016-02-17,8.48,False
17,2016-02-18,9.76,False
18,2016-02-19,7.36,False
19,2016-02-20,2.88,False
20,2016-02-21,1.92,False
21,2016-02-22,8.96,False
22,2016-02-23,5.76,False
23,2016-02-24,5.76,False
24,2016-02-25,6.88,False
25,2016-02-26,7.5200000000000005,False
26,2016-02-27,0.96,False
27,2016-02-28,0.96,False
28,2016-02-29,8.8,False
0,2016-03-01,9.4,False
1,2016-03-02,10.0,False
2,2016-03-03,8.4,False
3,2016-03-04,8.700000000000001,False
4,2016-03-05,2.3000000000000003,False
5,2016-03-06,1.1,False
6,2016-03-07,6.0,False
7,2016-03-08,6.300000000000001,False
8,2016-03-09,4.7,False
9,2016-03-10,6.800000000000001,False
10,2016-03-11,5.6000000000000005,False
11,2016-03-12,1.2000000000000002,False
12,2016-03-13,0.7000000000000001,False
13,2016-03-14,6.300000000000001,False
14,2016-03-15,4.7,False
15,2016-03-16,6.6000000000000005,False
16,2016-03-17,6.9,False
17,2016-03-18,7.4,False
18,2016-03-19,1.5,False
19,2016-03-20,0.4,False
20,2016-03-21,6.4,False
21,2016-03-22,4.4,False
22,2016-03-23,6.800000000000001,False
23,2016-03-24,5.0,False
24,2016-03-25,4.1000000000000005,False
25,2016-03-26,1.2000000000000002,False
26,2016-03-27,0.4,False
27,2016-03-28,6.300000000000001,False
28,2016-03-29,4.7,False
29,2016-03-30,7.800000000000001,False
30,2016-03-31,6.1000000000000005,False
0,2016-04-01,3.25,False
1,2016-04-02,0.78,False
2,2016-04-03,0.26,False
3,2016-04-04,1.9500000000000002,False
4,2016-04-05,2.34,False
5,2016-04-06,2.34,False
6,2016-04-07,2.08,False
7,2016-04-08,4.03,False
8,2016-04-09,0.78,False
9,2016-04-10,0.78,False
10,2016-04-11,1.9500000000000002,False
11,2016-04-12,1.3,False
12,2016-04-13,2.99,False
13,2016-04-14,2.08,False
14,2016-04-15,2.34,False
15,2016-04-16,0.65,False
16,2016-04-17,0.78,False
17,2016-04-18,4.55,False
18,2016-04-19,3.25,False
19,2016-04-20,2.47,False
20,2016-04-21,2.08,False
21,2016-04-22,2.8600000000000003,False
22,2016-04-23,0.26,False
23,2016-04-24,0.13,False
24,2016-04-25,2.08,False
25,2016-04-26,2.21,False
26,2016-04-27,2.6,False
27,2016-04-28,8.97,False
28,2016-04-29,13.0,False
29,2016-04-30,1.17,False
0,2016-05-01,1.95,False
1,2016-05-02,13.2,False
2,2016-05-03,10.65,False
3,2016-05-04,7.5,False
4,2016-05-05,9.0,False
5,2016-05-06,8.7,False
6,2016-05-07,3.0,False
7,2016-05-08,2.85,False
8,2016-05-09,7.5,False
9,2016-05-10,11.7,False
10,2016-05-11,12.299999999999999,False
11,2016-05-12,15.0,False
12,2016-05-13,10.799999999999999,False
13,2016-05-14,2.4,False
14,2016-05-15,2.55,False
15,2016-05-16,10.65,False
16,2016-05-17,9.15,False
17,2016-05-18,7.199999999999999,False
18,2016-05-19,7.6499999999999995,False
19,2016-05-20,8.1,False
20,2016-05-21,1.3499999999999999,False
21,2016-05-22,1.3499999999999999,False
22,2016-05-23,5.1,False
23,2016-05-24,8.7,False
24,2016-05-25,7.35,False
25,2016-05-26,9.6,False
26,2016-05-27,7.949999999999999,False
27,2016-05-28,1.3499999999999999,False
28,2016-05-29,0.75,False
29,2016-05-30,1.65,False
30,2016-05-31,6.75,False
0,2016-06-01,5.33,False
1,2016-06-02,6.37,False
2,2016-06-03,6.24,False
3,2016-06-04,1.3,False
4,2016-06-05,1.04,False
5,2016-06-06,3.9000000000000004,False
6,2016-06-07,3.9000000000000004,False
7,2016-06-08,4.55,False
8,2016-06-09,3.5100000000000002,False
9,2016-06-10,3.38,False
10,2016-06-11,1.04,False
11,2016-06-12,0.26,False
12,2016-06-13,4.8100000000000005,False
13,2016-06-14,4.03,False
14,2016-06-15,2.47,False
15,2016-06-16,5.33,False
16,2016-06-17,4.29,False
17,2016-06-18,1.04,False
18,2016-06-19,1.04,False
19,2016-06-20,4.16,False
20,2016-06-21,3.64,False
21,2016-06-22,5.07,False
22,2016-06-23,3.9000000000000004,False
23,2016-06-24,13.0,False
24,2016-06-25,2.47,False
25,2016-06-26,0.78,False
26,2016-06-27,7.800000000000001,False
27,2016-06-28,7.67,False
28,2016-06-29,5.46,False
29,2016-06-30,6.63,False
0,2016-07-01,2.88,False
1,2016-07-02,0.96,False
2,2016-07-03,0.8,False
3,2016-07-04,0.96,False
4,2016-07-05,2.88,False
5,2016-07-06,3.04,False
6,2016-07-07,3.36,False
7,2016-07-08,3.68,False
8,2016-07-09,1.92,False
9,2016-07-10,0.8,False
10,2016-07-11,3.68,False
11,2016-07-12,7.04,False
12,2016-07-13,6.88,False
13,2016-07-14,3.52,False
14,2016-07-15,2.72,False
15,2016-07-16,1.44,False
16,2016-07-17,0.16,False
17,2016-07-18,3.2,False
18,2016-07-19,4.96,False
19,2016-07-20,3.36,False
20,2016-07-21,5.44,False
21,2016-07-22,1.76,False
22,2016-07-23,1.6,False
23,2016-07-24,0.64,False
24,2016-07-25,3.52,False
25,2016-07-26,4.96,False
26,2016-07-27,4.32,False
27,2016-07-28,16.0,False
28,2016-07-29,10.72,False
29,2016-07-30,1.76,False
30,2016-07-31,1.6,False
0,2016-08-01,10.0,False
1,2016-08-02,8.9,False
2,2016-08-03,7.4,False
3,2016-08-04,6.4,False
4,2016-08-05,7.9,False
5,2016-08-06,1.5,False
6,2016-08-07,1.5,False
7,2016-08-08,7.0,False
8,2016-08-09,5.5,False
9,2016-08-10,4.0,False
10,2016-08-11,6.4,False
11,2016-08-12,5.6000000000000005,False
12,2016-08-13,1.1,False
13,2016-08-14,1.5,False
14,2016-08-15,4.6000000000000005,False
15,2016-08-16,5.1000000000000005,False
16,2016-08-17,4.6000000000000005,False
17,2016-08-18,3.1,False
18,2016-08-19,5.1000000000000005,False
19,2016-08-20,1.5,False
20,2016-08-21,0.7000000000000001,False
21,2016-08-22,4.2,False
22,2016-08-23,6.5,False
23,2016-08-24,4.1000000000000005,False
24,2016-08-25,4.3,False
25,2016-08-26,3.5,False
26,2016-08-27,1.4000000000000001,False
27,2016-08-28,0.7000000000000001,False
28,2016-08-29,5.4,False
29,2016-08-30,3.5,False
30,2016-08-31,4.4,False
0,2016-09-01,6.11,False
1,2016-09-02,5.2,False
2,2016-09-03,0.0,False
3,2016-09-04,0.39,False
4,2016-09-05,0.78,False
5,2016-09-06,7.800000000000001,False
6,2016-09-07,10.27,False
7,2016-09-08,6.890000000000001,False
8,2016-09-09,5.59,False
9,2016-09-10,0.78,False
10,2016-09-11,1.3,False
11,2016-09-12,7.0200000000000005,False
12,2016-09-13,6.11,False
13,2016-09-14,7.54,False
14,2016-09-15,7.930000000000001,False
15,2016-09-16,5.2,False
16,2016-09-17,3.25,False
17,2016-09-18,0.0,False
18,2016-09-19,3.5100000000000002,False
19,2016-09-20,7.67,False
20,2016-09-21,7.800000000000001,False
21,2016-09-22,9.1,False
22,2016-09-23,11.700000000000001,False
23,2016-09-24,1.17,False
24,2016-09-25,0.78,False
25,2016-09-26,4.8100000000000005,False
26,2016-09-27,13.0,False
27,2016-09-28,12.09,False
28,2016-09-29,12.09,False
29,2016-09-30,11.83,False
0,2016-10-01,1.98,False
1,2016-10-02,0.8999999999999999,False
2,2016-10-03,4.5,False
3,2016-10-04,4.859999999999999,False
4,2016-10-05,5.9399999999999995,False
5,2016-10-06,4.859999999999999,False
6,2016-10-07,4.5,False
